track_id,student_id,date_enrolled
1,260628,2022-01-16
1,260631,2022-01-16
1,260641,2022-01-16
1,260649,2022-01-16
1,260664,2022-02-07
1,260666,2022-01-16
1,260670,2022-01-16
1,260684,2022-01-19
1,260687,2022-01-16
1,260697,2022-01-16
1,260698,2022-01-16
1,260702,2022-02-14
1,260706,2022-01-25
1,260707,2022-05-28
1,260708,2022-01-17
1,260725,2022-01-17
1,260729,2022-01-17
1,260754,2022-01-17
1,260781,2022-01-17
1,260787,2022-01-17
1,260795,2022-01-17
1,260809,2022-01-17
1,260813,2022-01-22
1,260815,2022-01-17
1,260825,2022-01-18
1,260833,2022-01-18
1,260842,2022-02-26
1,260843,2022-01-18
1,260844,2022-01-18
1,260845,2022-01-24
1,260847,2022-01-18
1,260855,2022-03-19
1,260859,2022-01-18
1,260861,2022-03-07
1,260878,2022-01-18
1,260892,2022-01-18
1,260899,2022-05-08
1,260901,2022-01-19
1,260915,2022-01-19
1,260939,2022-01-19
1,260951,2022-01-21
1,260963,2022-01-23
1,260971,2022-05-05
1,260977,2022-02-09
1,260980,2022-02-05
1,260990,2022-01-19
1,261004,2022-06-01
1,261009,2022-01-20
1,261010,2022-01-20
1,261011,2022-01-20
1,261013,2022-01-20
1,261017,2022-01-20
1,261028,2022-01-20
1,261042,2022-01-20
1,261058,2022-01-23
1,261059,2022-01-20
1,261061,2022-01-20
1,261072,2022-01-23
1,261086,2022-01-20
1,261096,2022-01-20
1,261102,2022-01-21
1,261111,2022-01-21
1,261120,2022-01-21
1,261121,2022-01-23
1,261132,2022-01-21
1,261135,2022-01-21
1,261138,2022-02-07
1,261139,2022-05-03
1,261140,2022-01-21
1,261152,2022-09-02
1,261153,2022-08-26
1,261160,2022-01-21
1,261166,2022-01-21
1,261170,2022-01-21
1,261171,2022-03-27
1,261173,2022-01-21
1,261177,2022-01-21
1,261184,2022-01-21
1,261189,2022-05-26
1,261190,2022-01-21
1,261199,2022-01-21
1,261200,2022-03-21
1,261201,2022-01-21
1,261208,2022-01-21
1,261212,2022-06-28
1,261216,2022-01-22
1,261236,2022-01-22
1,261241,2022-01-22
1,261242,2022-01-22
1,261244,2022-02-01
1,261259,2022-01-22
1,261261,2022-01-22
1,261263,2022-01-22
1,261267,2022-01-22
1,261268,2022-01-24
1,261269,2022-03-25
1,261279,2022-01-23
1,261291,2022-01-25
1,261293,2022-04-05
1,261319,2022-01-23
1,261320,2022-01-23
1,261336,2022-08-08
1,261337,2022-09-04
1,261352,2022-01-24
1,261354,2022-01-23
1,261356,2022-01-23
1,261364,2022-01-23
1,261374,2022-01-23
1,261390,2022-06-29
1,261393,2022-06-28
1,261408,2022-01-24
1,261412,2022-04-10
1,261417,2022-01-25
1,261436,2022-01-24
1,261439,2022-01-24
1,261449,2022-04-06
1,261450,2022-01-24
1,261455,2022-01-26
1,261465,2022-01-24
1,261466,2022-01-26
1,261483,2022-01-31
1,261489,2022-01-24
1,261491,2022-01-26
1,261519,2022-01-30
1,261521,2022-02-02
1,261522,2022-01-28
1,261523,2022-01-25
1,261530,2022-01-27
1,261533,2022-01-25
1,261538,2022-01-25
1,261550,2022-08-27
1,261552,2022-01-25
1,261554,2022-01-25
1,261556,2022-01-25
1,261582,2022-03-28
1,261590,2022-01-27
1,261593,2022-02-08
1,261603,2022-01-26
1,261607,2022-01-26
1,261608,2022-02-02
1,261615,2022-01-28
1,261622,2022-01-26
1,261632,2022-01-31
1,261633,2022-03-31
1,261647,2022-01-27
1,261662,2022-01-26
1,261668,2022-02-08
1,261680,2022-01-26
1,261681,2022-03-24
1,261689,2022-01-26
1,261690,2022-02-06
1,261693,2022-07-04
1,261696,2022-03-17
1,261698,2022-01-27
1,261705,2022-01-27
1,261707,2022-01-27
1,261709,2022-01-27
1,261715,2022-01-27
1,261718,2022-01-27
1,261736,2022-01-27
1,261737,2022-08-14
1,261744,2022-01-27
1,261745,2022-01-27
1,261750,2022-01-27
1,261753,2022-01-27
1,261759,2022-01-27
1,261765,2022-01-27
1,261768,2022-02-01
1,261774,2022-01-27
1,261777,2022-02-01
1,261788,2022-01-27
1,261790,2022-08-01
1,261794,2022-01-28
1,261798,2022-01-28
1,261801,2022-01-28
1,261802,2022-02-16
1,261809,2022-01-30
1,261812,2022-01-28
1,261814,2022-01-28
1,261817,2022-01-30
1,261846,2022-01-28
1,261849,2022-01-28
1,261855,2022-01-28
1,261856,2022-01-28
1,261859,2022-03-29
1,261866,2022-01-28
1,261881,2022-01-28
1,261885,2022-01-30
1,261890,2022-01-28
1,261896,2022-01-28
1,261897,2022-01-29
1,261902,2022-01-29
1,261905,2022-01-31
1,261917,2022-01-29
1,261933,2022-01-29
1,261946,2022-01-29
1,261957,2022-01-29
1,261972,2022-01-29
1,261975,2022-01-29
1,261995,2022-01-30
1,262044,2022-01-30
1,262046,2022-06-06
1,262050,2022-01-30
1,262070,2022-01-30
1,262084,2022-01-31
1,262109,2022-01-31
1,262119,2022-01-31
1,262162,2022-01-31
1,262184,2022-02-15
1,262198,2022-02-01
1,262203,2022-03-24
1,262208,2022-02-01
1,262237,2022-02-04
1,262249,2022-02-01
1,262257,2022-02-01
1,262260,2022-02-01
1,262268,2022-02-02
1,262284,2022-02-01
1,262320,2022-02-02
1,262322,2022-02-02
1,262324,2022-02-02
1,262328,2022-02-08
1,262329,2022-03-07
1,262344,2022-02-02
1,262348,2022-02-02
1,262351,2022-02-02
1,262355,2022-02-02
1,262357,2022-02-02
1,262368,2022-02-02
1,262374,2022-02-02
1,262403,2022-02-03
1,262406,2022-04-13
1,262412,2022-02-24
1,262414,2022-02-03
1,262424,2022-02-03
1,262440,2022-02-03
1,262477,2022-02-03
1,262478,2022-02-03
1,262487,2022-04-26
1,262544,2022-02-03
1,262548,2022-08-15
1,262549,2022-02-03
1,262555,2022-02-03
1,262566,2022-03-30
1,262571,2022-02-03
1,262580,2022-02-12
1,262599,2022-03-09
1,262627,2022-06-29
1,262641,2022-03-09
1,262670,2022-02-04
1,262678,2022-02-04
1,262680,2022-02-04
1,262682,2022-02-05
1,262691,2022-02-04
1,262703,2022-02-04
1,262705,2022-02-21
1,262714,2022-02-20
1,262718,2022-02-05
1,262720,2022-02-05
1,262730,2022-02-05
1,262738,2022-02-05
1,262761,2022-07-21
1,262779,2022-02-07
1,262784,2022-02-06
1,262794,2022-02-05
1,262796,2022-02-05
1,262805,2022-02-06
1,262819,2022-02-08
1,262826,2022-02-06
1,262827,2022-02-06
1,262835,2022-02-06
1,262838,2022-02-06
1,262854,2022-02-06
1,262856,2022-02-06
1,262858,2022-02-06
1,262861,2022-08-30
1,262875,2022-02-06
1,262876,2022-10-20
1,262891,2022-02-07
1,262900,2022-02-07
1,262901,2022-02-21
1,262907,2022-02-11
1,262921,2022-02-07
1,262935,2022-02-07
1,262962,2022-02-08
1,262964,2022-02-07
1,262973,2022-02-07
1,262988,2022-02-26
1,263004,2022-02-08
1,263005,2022-02-08
1,263027,2022-02-08
1,263029,2022-08-08
1,263049,2022-02-08
1,263065,2022-02-08
1,263083,2022-02-08
1,263087,2022-02-11
1,263126,2022-02-08
1,263151,2022-02-09
1,263153,2022-02-10
1,263165,2022-02-09
1,263185,2022-02-09
1,263186,2022-02-09
1,263189,2022-02-09
1,263193,2022-02-09
1,263195,2022-02-09
1,263206,2022-02-09
1,263210,2022-02-09
1,263213,2022-02-09
1,263216,2022-02-12
1,263231,2022-03-03
1,263239,2022-02-10
1,263253,2022-02-10
1,263265,2022-02-10
1,263293,2022-05-12
1,263300,2022-02-11
1,263306,2022-02-10
1,263307,2022-07-15
1,263309,2022-04-16
1,263328,2022-02-11
1,263333,2022-02-11
1,263349,2022-02-12
1,263360,2022-02-11
1,263361,2022-03-13
1,263363,2022-02-17
1,263368,2022-02-15
1,263381,2022-02-22
1,263388,2022-02-18
1,263401,2022-02-12
1,263402,2022-02-12
1,263409,2022-02-19
1,263426,2022-02-12
1,263436,2022-02-12
1,263440,2022-02-12
1,263450,2022-02-12
1,263456,2022-02-12
1,263469,2022-03-21
1,263472,2022-02-12
1,263480,2022-02-15
1,263496,2022-02-13
1,263501,2022-02-23
1,263517,2022-02-13
1,263522,2022-03-13
1,263527,2022-02-13
1,263531,2022-02-13
1,263536,2022-02-15
1,263542,2022-02-13
1,263549,2022-02-15
1,263550,2022-02-13
1,263588,2022-02-14
1,263597,2022-02-14
1,263639,2022-03-05
1,263651,2022-02-14
1,263661,2022-03-17
1,263662,2022-02-14
1,263672,2022-02-14
1,263676,2022-02-14
1,263677,2022-03-03
1,263683,2022-02-26
1,263690,2022-02-14
1,263692,2022-10-25
1,263693,2022-03-07
1,263700,2022-02-15
1,263706,2022-02-21
1,263718,2022-02-15
1,263734,2022-02-15
1,263737,2022-02-15
1,263741,2022-02-15
1,263746,2022-02-15
1,263776,2022-02-15
1,263781,2022-02-15
1,263824,2022-02-16
1,263827,2022-02-16
1,263837,2022-02-16
1,263845,2022-02-16
1,263874,2022-02-22
1,263885,2022-02-16
1,263894,2022-09-02
1,263908,2022-02-17
1,263913,2022-02-17
1,263933,2022-02-17
1,263934,2022-02-17
1,263938,2022-02-17
1,263950,2022-02-17
1,263965,2022-02-17
1,263996,2022-04-01
1,264029,2022-02-17
1,264032,2022-02-17
1,264049,2022-02-24
1,264081,2022-03-20
1,264096,2022-02-18
1,264097,2022-02-23
1,264103,2022-02-18
1,264107,2022-02-18
1,264114,2022-08-15
1,264118,2022-02-28
1,264126,2022-02-18
1,264131,2022-03-21
1,264155,2022-05-19
1,264158,2022-08-15
1,264180,2022-02-19
1,264188,2022-08-20
1,264209,2022-02-19
1,264257,2022-02-19
1,264272,2022-02-19
1,264281,2022-02-20
1,264290,2022-02-23
1,264291,2022-02-20
1,264298,2022-03-18
1,264299,2022-02-20
1,264305,2022-02-20
1,264307,2022-02-20
1,264337,2022-02-20
1,264338,2022-02-20
1,264352,2022-02-20
1,264359,2022-02-20
1,264367,2022-05-25
1,264387,2022-02-21
1,264404,2022-08-21
1,264415,2022-03-03
1,264425,2022-05-22
1,264446,2022-02-21
1,264464,2022-02-21
1,264471,2022-02-21
1,264477,2022-03-30
1,264490,2022-02-21
1,264502,2022-02-22
1,264511,2022-02-21
1,264513,2022-02-22
1,264514,2022-02-23
1,264531,2022-02-22
1,264540,2022-02-22
1,264544,2022-02-22
1,264552,2022-02-22
1,264564,2022-02-22
1,264572,2022-02-28
1,264576,2022-02-22
1,264581,2022-02-22
1,264605,2022-02-22
1,264620,2022-03-19
1,264623,2022-03-09
1,264626,2022-02-22
1,264642,2022-02-22
1,264652,2022-03-01
1,264654,2022-02-28
1,264656,2022-02-22
1,264677,2022-02-23
1,264694,2022-03-01
1,264696,2022-02-25
1,264722,2022-03-05
1,264747,2022-02-23
1,264773,2022-02-23
1,264779,2022-02-23
1,264807,2022-02-26
1,264810,2022-06-23
1,264811,2022-03-01
1,264828,2022-03-28
1,264832,2022-02-24
1,264843,2022-03-01
1,264844,2022-02-24
1,264876,2022-02-24
1,264916,2022-02-24
1,264924,2022-02-24
1,264926,2022-02-24
1,264936,2022-03-22
1,264939,2022-02-24
1,264944,2022-02-24
1,264954,2022-02-25
1,264959,2022-02-25
1,264973,2022-02-25
1,264991,2022-07-20
1,264998,2022-04-05
1,265015,2022-02-25
1,265025,2022-02-25
1,265028,2022-04-26
1,265054,2022-02-26
1,265067,2022-02-26
1,265078,2022-02-26
1,265089,2022-03-01
1,265106,2022-02-26
1,265121,2022-02-28
1,265129,2022-05-09
1,265147,2022-03-02
1,265148,2022-02-26
1,265162,2022-02-26
1,265165,2022-04-03
1,265168,2022-04-01
1,265196,2022-02-27
1,265201,2022-02-27
1,265204,2022-03-20
1,265205,2022-03-01
1,265207,2022-02-27
1,265210,2022-08-16
1,265218,2022-03-05
1,265219,2022-02-28
1,265234,2022-03-02
1,265238,2022-02-28
1,265241,2022-03-03
1,265250,2022-03-18
1,265267,2022-02-27
1,265298,2022-02-28
1,265302,2022-02-28
1,265310,2022-03-13
1,265317,2022-02-28
1,265340,2022-03-04
1,265356,2022-02-28
1,265378,2022-02-28
1,265385,2022-03-01
1,265390,2022-02-28
1,265424,2022-02-28
1,265427,2022-02-28
1,265432,2022-03-04
1,265444,2022-03-01
1,265446,2022-03-01
1,265449,2022-03-01
1,265456,2022-03-01
1,265479,2022-03-01
1,265483,2022-03-01
1,265495,2022-03-01
1,265512,2022-03-08
1,265516,2022-03-01
1,265519,2022-03-01
1,265521,2022-04-13
1,265545,2022-03-01
1,265576,2022-03-02
1,265588,2022-03-08
1,265589,2022-03-02
1,265596,2022-03-02
1,265601,2022-03-02
1,265604,2022-03-02
1,265618,2022-03-02
1,265628,2022-03-23
1,265650,2022-03-02
1,265653,2022-03-02
1,265667,2022-03-03
1,265670,2022-03-02
1,265681,2022-05-18
1,265684,2022-03-02
1,265686,2022-03-04
1,265690,2022-03-02
1,265698,2022-03-03
1,265699,2022-03-03
1,265701,2022-03-03
1,265716,2022-03-03
1,265736,2022-03-04
1,265756,2022-03-03
1,265758,2022-03-03
1,265759,2022-08-15
1,265779,2022-03-03
1,265789,2022-03-03
1,265793,2022-03-03
1,265796,2022-03-03
1,265801,2022-03-03
1,265816,2022-03-04
1,265818,2022-03-04
1,265838,2022-03-04
1,265852,2022-03-04
1,265870,2022-03-04
1,265879,2022-03-07
1,265891,2022-04-05
1,265906,2022-09-10
1,265918,2022-03-09
1,265928,2022-06-05
1,265942,2022-04-05
1,265946,2022-03-05
1,265966,2022-03-05
1,265970,2022-03-05
1,265987,2022-03-05
1,265989,2022-03-05
1,265999,2022-03-05
1,266005,2022-08-17
1,266012,2022-03-06
1,266015,2022-03-06
1,266029,2022-03-06
1,266036,2022-03-07
1,266039,2022-03-06
1,266042,2022-03-06
1,266062,2022-03-06
1,266066,2022-03-06
1,266076,2022-03-06
1,266095,2022-03-14
1,266113,2022-03-06
1,266164,2022-03-07
1,266167,2022-03-07
1,266179,2022-03-07
1,266200,2022-03-07
1,266209,2022-03-07
1,266235,2022-03-08
1,266247,2022-03-07
1,266318,2022-03-08
1,266327,2022-03-08
1,266332,2022-03-08
1,266347,2022-03-08
1,266351,2022-03-08
1,266363,2022-03-09
1,266365,2022-03-09
1,266374,2022-03-10
1,266378,2022-03-08
1,266384,2022-03-14
1,266386,2022-03-08
1,266393,2022-03-08
1,266397,2022-03-08
1,266402,2022-03-08
1,266472,2022-03-09
1,266477,2022-03-09
1,266481,2022-03-09
1,266482,2022-03-09
1,266485,2022-03-09
1,266489,2022-03-09
1,266492,2022-03-10
1,266496,2022-03-13
1,266507,2022-03-09
1,266522,2022-03-13
1,266525,2022-03-09
1,266532,2022-03-09
1,266537,2022-03-09
1,266544,2022-03-09
1,266547,2022-03-09
1,266548,2022-03-10
1,266549,2022-03-10
1,266551,2022-03-09
1,266576,2022-03-09
1,266584,2022-03-09
1,266609,2022-03-09
1,266614,2022-03-11
1,266619,2022-05-21
1,266627,2022-03-10
1,266633,2022-05-07
1,266634,2022-03-10
1,266666,2022-03-10
1,266671,2022-03-10
1,266673,2022-03-10
1,266693,2022-03-11
1,266695,2022-03-10
1,266707,2022-04-08
1,266718,2022-03-10
1,266719,2022-03-12
1,266725,2022-03-10
1,266731,2022-04-08
1,266739,2022-03-10
1,266741,2022-03-10
1,266743,2022-09-23
1,266758,2022-03-11
1,266779,2022-03-14
1,266810,2022-03-11
1,266811,2022-07-03
1,266814,2022-07-16
1,266847,2022-04-08
1,266864,2022-08-15
1,266872,2022-03-13
1,266877,2022-03-11
1,266879,2022-03-11
1,266894,2022-03-11
1,266896,2022-03-12
1,266907,2022-03-12
1,266910,2022-03-12
1,266943,2022-03-12
1,266946,2022-03-12
1,266948,2022-03-12
1,266963,2022-03-12
1,266986,2022-03-12
1,266995,2022-06-08
1,267007,2022-03-12
1,267026,2022-08-26
1,267032,2022-05-08
1,267061,2022-03-18
1,267077,2022-03-13
1,267084,2022-03-13
1,267098,2022-03-18
1,267108,2022-03-13
1,267135,2022-03-13
1,267136,2022-05-10
1,267138,2022-03-13
1,267142,2022-03-13
1,267143,2022-03-15
1,267162,2022-05-20
1,267171,2022-03-14
1,267189,2022-03-14
1,267199,2022-03-14
1,267203,2022-03-16
1,267209,2022-03-14
1,267231,2022-03-14
1,267235,2022-03-31
1,267240,2022-08-01
1,267248,2022-03-14
1,267296,2022-03-14
1,267303,2022-03-18
1,267322,2022-03-15
1,267342,2022-03-15
1,267345,2022-05-09
1,267353,2022-03-15
1,267358,2022-03-15
1,267361,2022-03-15
1,267397,2022-03-15
1,267406,2022-03-15
1,267409,2022-03-15
1,267413,2022-10-20
1,267414,2022-03-15
1,267429,2022-03-15
1,267456,2022-03-15
1,267459,2022-03-15
1,267463,2022-03-17
1,267471,2022-03-15
1,267482,2022-03-15
1,267498,2022-03-16
1,267499,2022-03-16
1,267515,2022-03-16
1,267525,2022-03-16
1,267552,2022-03-16
1,267558,2022-03-19
1,267574,2022-03-16
1,267592,2022-03-16
1,267594,2022-03-16
1,267598,2022-03-16
1,267605,2022-03-16
1,267643,2022-03-18
1,267663,2022-03-17
1,267670,2022-03-17
1,267685,2022-03-17
1,267696,2022-03-17
1,267704,2022-03-17
1,267744,2022-03-17
1,267753,2022-03-17
1,267765,2022-09-25
1,267771,2022-03-20
1,267772,2022-03-18
1,267778,2022-03-18
1,267792,2022-03-18
1,267794,2022-09-06
1,267803,2022-03-18
1,267811,2022-03-18
1,267814,2022-03-18
1,267824,2022-05-22
1,267842,2022-07-04
1,267854,2022-03-24
1,267855,2022-03-18
1,267868,2022-03-18
1,267879,2022-03-18
1,267880,2022-03-18
1,267894,2022-03-18
1,267898,2022-04-13
1,267916,2022-03-19
1,267924,2022-03-19
1,267933,2022-03-19
1,267936,2022-03-31
1,267938,2022-03-19
1,267955,2022-03-19
1,267958,2022-03-19
1,267959,2022-03-27
1,267968,2022-03-19
1,267987,2022-03-19
1,267999,2022-03-19
1,268006,2022-03-22
1,268011,2022-07-11
1,268013,2022-10-26
1,268014,2022-03-19
1,268017,2022-03-19
1,268032,2022-03-19
1,268041,2022-03-20
1,268045,2022-03-20
1,268057,2022-03-20
1,268060,2022-03-24
1,268075,2022-03-20
1,268113,2022-03-20
1,268163,2022-03-21
1,268174,2022-03-21
1,268185,2022-03-21
1,268191,2022-03-21
1,268195,2022-03-21
1,268225,2022-03-21
1,268239,2022-03-21
1,268242,2022-03-21
1,268254,2022-03-21
1,268255,2022-03-22
1,268261,2022-03-22
1,268287,2022-09-15
1,268315,2022-03-22
1,268331,2022-04-02
1,268341,2022-05-05
1,268348,2022-03-24
1,268354,2022-03-22
1,268355,2022-03-23
1,268357,2022-08-01
1,268374,2022-03-24
1,268398,2022-04-23
1,268409,2022-03-26
1,268410,2022-03-23
1,268413,2022-03-23
1,268420,2022-09-10
1,268439,2022-03-24
1,268443,2022-03-24
1,268453,2022-03-24
1,268455,2022-03-24
1,268460,2022-03-24
1,268463,2022-03-24
1,268473,2022-04-05
1,268485,2022-03-29
1,268509,2022-09-05
1,268510,2022-03-24
1,268529,2022-03-25
1,268553,2022-03-31
1,268556,2022-04-04
1,268558,2022-05-27
1,268559,2022-03-25
1,268572,2022-07-26
1,268584,2022-03-25
1,268596,2022-03-26
1,268613,2022-03-26
1,268614,2022-03-26
1,268618,2022-03-30
1,268637,2022-03-26
1,268652,2022-03-26
1,268663,2022-03-27
1,268666,2022-03-27
1,268679,2022-03-27
1,268682,2022-04-22
1,268688,2022-03-27
1,268692,2022-03-27
1,268697,2022-03-27
1,268709,2022-03-27
1,268714,2022-03-27
1,268715,2022-03-27
1,268721,2022-03-27
1,268739,2022-08-15
1,268746,2022-03-28
1,268764,2022-03-28
1,268784,2022-03-28
1,268792,2022-05-28
1,268796,2022-03-28
1,268805,2022-04-05
1,268817,2022-03-29
1,268820,2022-03-28
1,268823,2022-03-28
1,268824,2022-03-28
1,268825,2022-03-31
1,268827,2022-03-28
1,268855,2022-03-29
1,268864,2022-03-29
1,268884,2022-03-29
1,268892,2022-03-29
1,268910,2022-03-29
1,268916,2022-03-29
1,268920,2022-03-30
1,268922,2022-03-30
1,268923,2022-04-13
1,268926,2022-09-20
1,268940,2022-03-30
1,268946,2022-03-30
1,268962,2022-04-03
1,268969,2022-03-30
1,268977,2022-03-30
1,268985,2022-03-30
1,268989,2022-04-07
1,268997,2022-03-30
1,269000,2022-03-30
1,269005,2022-04-16
1,269009,2022-03-30
1,269010,2022-03-30
1,269018,2022-03-30
1,269033,2022-03-30
1,269038,2022-06-29
1,269040,2022-03-30
1,269047,2022-03-31
1,269060,2022-03-31
1,269066,2022-08-12
1,269073,2022-03-31
1,269082,2022-03-31
1,269097,2022-04-27
1,269101,2022-03-31
1,269102,2022-03-31
1,269120,2022-04-06
1,269130,2022-07-01
1,269141,2022-03-31
1,269143,2022-04-09
1,269153,2022-03-31
1,269154,2022-03-31
1,269155,2022-03-31
1,269156,2022-03-31
1,269176,2022-04-01
1,269183,2022-04-01
1,269186,2022-04-01
1,269191,2022-04-01
1,269214,2022-04-01
1,269217,2022-04-01
1,269225,2022-04-01
1,269231,2022-04-01
1,269238,2022-04-01
1,269241,2022-04-16
1,269253,2022-10-20
1,269256,2022-04-01
1,269261,2022-04-01
1,269262,2022-06-28
1,269284,2022-04-01
1,269297,2022-04-01
1,269321,2022-07-26
1,269324,2022-04-02
1,269336,2022-04-02
1,269365,2022-04-25
1,269393,2022-04-02
1,269417,2022-04-02
1,269423,2022-04-02
1,269438,2022-04-03
1,269440,2022-04-03
1,269452,2022-04-03
1,269458,2022-04-04
1,269470,2022-04-06
1,269472,2022-04-03
1,269475,2022-04-03
1,269486,2022-04-03
1,269490,2022-06-25
1,269498,2022-04-03
1,269501,2022-04-10
1,269505,2022-04-03
1,269518,2022-04-04
1,269526,2022-09-29
1,269535,2022-04-07
1,269547,2022-04-04
1,269565,2022-04-26
1,269578,2022-04-04
1,269597,2022-04-04
1,269598,2022-04-04
1,269633,2022-04-04
1,269660,2022-04-04
1,269667,2022-04-05
1,269673,2022-04-05
1,269711,2022-04-06
1,269716,2022-04-05
1,269738,2022-08-15
1,269748,2022-07-23
1,269800,2022-04-06
1,269822,2022-04-06
1,269862,2022-09-22
1,269872,2022-04-06
1,269874,2022-07-02
1,269907,2022-04-07
1,269910,2022-04-07
1,269924,2022-04-07
1,269934,2022-04-07
1,269960,2022-04-08
1,269972,2022-04-07
1,269974,2022-04-07
1,269975,2022-06-14
1,269978,2022-05-25
1,269983,2022-04-07
1,270005,2022-04-07
1,270009,2022-04-11
1,270015,2022-04-08
1,270022,2022-04-10
1,270023,2022-04-08
1,270033,2022-04-08
1,270042,2022-04-13
1,270062,2022-04-08
1,270063,2022-04-08
1,270075,2022-04-17
1,270088,2022-04-08
1,270096,2022-04-08
1,270129,2022-04-08
1,270135,2022-04-17
1,270136,2022-04-08
1,270150,2022-04-08
1,270178,2022-04-09
1,270183,2022-04-09
1,270193,2022-05-27
1,270212,2022-04-09
1,270216,2022-09-30
1,270229,2022-04-09
1,270232,2022-05-16
1,270244,2022-04-16
1,270245,2022-07-28
1,270247,2022-04-09
1,270252,2022-04-14
1,270263,2022-04-10
1,270269,2022-04-10
1,270271,2022-04-10
1,270279,2022-06-20
1,270282,2022-04-10
1,270304,2022-04-10
1,270326,2022-04-10
1,270335,2022-06-23
1,270381,2022-04-10
1,270386,2022-04-11
1,270393,2022-04-24
1,270420,2022-04-20
1,270422,2022-04-11
1,270428,2022-04-12
1,270433,2022-04-11
1,270439,2022-04-11
