student_id,engagement_date,paid,cohort,period
258993,2022-01-02,0,2022-01,0
258998,2022-01-02,0,2022-01,0
258999,2022-01-02,0,2022-01,0
259001,2022-01-02,0,2022-01,0
259005,2022-01-02,0,2022-01,0
259008,2022-01-02,0,2022-01,0
259014,2022-01-02,0,2022-01,0
259017,2022-01-02,0,2022-01,0
259022,2022-01-02,0,2022-01,0
259028,2022-01-02,0,2022-01,0
259033,2022-01-02,0,2022-01,0
259035,2022-01-02,0,2022-01,0
259039,2022-01-02,1,2022-01,0
259040,2022-01-02,0,2022-01,0
259041,2022-01-02,0,2022-01,0
259043,2022-01-02,0,2022-01,0
259047,2022-01-02,0,2022-01,0
259048,2022-01-02,0,2022-01,0
259051,2022-01-02,0,2022-01,0
258863,2022-01-03,0,2022-01,0
259012,2022-01-03,0,2022-01,0
259039,2022-01-03,1,2022-01,0
259155,2022-01-03,1,2022-01,0
258865,2022-01-03,1,2022-01,0
258887,2022-01-03,0,2022-01,0
258904,2022-01-03,0,2022-01,0
258905,2022-01-03,0,2022-01,0
258922,2022-01-03,0,2022-01,0
258933,2022-01-03,0,2022-01,0
258971,2022-01-03,0,2022-01,0
258979,2022-01-03,0,2022-01,0
259000,2022-01-03,0,2022-01,0
259001,2022-01-03,0,2022-01,0
259055,2022-01-03,0,2022-01,0
259056,2022-01-03,0,2022-01,0
259058,2022-01-03,0,2022-01,0
259059,2022-01-03,0,2022-01,0
259060,2022-01-03,0,2022-01,0
259063,2022-01-03,0,2022-01,0
259065,2022-01-03,0,2022-01,0
259068,2022-01-03,0,2022-01,0
259072,2022-01-03,0,2022-01,0
259077,2022-01-03,0,2022-01,0
259078,2022-01-03,0,2022-01,0
259079,2022-01-03,0,2022-01,0
259084,2022-01-03,0,2022-01,0
259085,2022-01-03,0,2022-01,0
259086,2022-01-03,0,2022-01,0
259087,2022-01-03,0,2022-01,0
259093,2022-01-03,0,2022-01,0
259098,2022-01-03,0,2022-01,0
259099,2022-01-03,0,2022-01,0
259101,2022-01-03,0,2022-01,0
259102,2022-01-03,0,2022-01,0
259103,2022-01-03,0,2022-01,0
259104,2022-01-03,0,2022-01,0
259105,2022-01-03,0,2022-01,0
259108,2022-01-03,0,2022-01,0
259114,2022-01-03,0,2022-01,0
259115,2022-01-03,0,2022-01,0
259121,2022-01-03,0,2022-01,0
259126,2022-01-03,0,2022-01,0
259127,2022-01-03,0,2022-01,0
259132,2022-01-03,0,2022-01,0
259133,2022-01-03,0,2022-01,0
259137,2022-01-03,0,2022-01,0
259138,2022-01-03,0,2022-01,0
259144,2022-01-03,0,2022-01,0
259145,2022-01-03,0,2022-01,0
259146,2022-01-03,0,2022-01,0
259150,2022-01-03,0,2022-01,0
259152,2022-01-03,0,2022-01,0
259156,2022-01-03,0,2022-01,0
259158,2022-01-03,0,2022-01,0
259164,2022-01-03,0,2022-01,0
259165,2022-01-03,0,2022-01,0
259167,2022-01-03,0,2022-01,0
258800,2022-01-03,1,2022-01,0
258803,2022-01-03,1,2022-01,0
258818,2022-01-03,1,2022-01,0
258862,2022-01-03,1,2022-01,0
258872,2022-01-03,0,2022-01,0
258876,2022-01-03,0,2022-01,0
258908,2022-01-03,1,2022-01,0
258913,2022-01-03,1,2022-01,0
258955,2022-01-03,1,2022-01,0
258970,2022-01-03,0,2022-01,0
258984,2022-01-03,1,2022-01,0
258994,2022-01-03,0,2022-01,0
259002,2022-01-03,0,2022-01,0
259024,2022-01-03,0,2022-01,0
259026,2022-01-03,0,2022-01,0
259028,2022-01-03,0,2022-01,0
259029,2022-01-03,0,2022-01,0
259043,2022-01-03,0,2022-01,0
259047,2022-01-03,0,2022-01,0
259057,2022-01-03,0,2022-01,0
259062,2022-01-03,0,2022-01,0
259067,2022-01-03,0,2022-01,0
259069,2022-01-03,0,2022-01,0
259071,2022-01-03,0,2022-01,0
259088,2022-01-03,0,2022-01,0
259090,2022-01-03,0,2022-01,0
259097,2022-01-03,0,2022-01,0
259106,2022-01-03,1,2022-01,0
259113,2022-01-03,0,2022-01,0
259116,2022-01-03,0,2022-01,0
259123,2022-01-03,0,2022-01,0
259125,2022-01-03,0,2022-01,0
259149,2022-01-03,0,2022-01,0
259166,2022-01-03,0,2022-01,0
258800,2022-01-04,1,2022-01,0
258809,2022-01-04,0,2022-01,0
258811,2022-01-04,0,2022-01,0
258818,2022-01-04,1,2022-01,0
258840,2022-01-04,0,2022-01,0
258880,2022-01-04,0,2022-01,0
258883,2022-01-04,1,2022-01,0
258885,2022-01-04,0,2022-01,0
258922,2022-01-04,1,2022-01,0
258924,2022-01-04,0,2022-01,0
258955,2022-01-04,1,2022-01,0
258984,2022-01-04,1,2022-01,0
258996,2022-01-04,0,2022-01,0
259011,2022-01-04,1,2022-01,0
259015,2022-01-04,0,2022-01,0
259026,2022-01-04,1,2022-01,0
259028,2022-01-04,1,2022-01,0
259071,2022-01-04,0,2022-01,0
259118,2022-01-04,0,2022-01,0
259134,2022-01-04,0,2022-01,0
259155,2022-01-04,1,2022-01,0
259167,2022-01-04,0,2022-01,0
259171,2022-01-04,0,2022-01,0
259172,2022-01-04,0,2022-01,0
259188,2022-01-04,0,2022-01,0
259195,2022-01-04,0,2022-01,0
259199,2022-01-04,0,2022-01,0
259209,2022-01-04,1,2022-01,0
259210,2022-01-04,0,2022-01,0
259211,2022-01-04,0,2022-01,0
259217,2022-01-04,0,2022-01,0
259233,2022-01-04,0,2022-01,0
259239,2022-01-04,0,2022-01,0
259242,2022-01-04,0,2022-01,0
259244,2022-01-04,0,2022-01,0
259246,2022-01-04,0,2022-01,0
259258,2022-01-04,1,2022-01,0
259267,2022-01-04,0,2022-01,0
259269,2022-01-04,0,2022-01,0
259273,2022-01-04,1,2022-01,0
259278,2022-01-04,0,2022-01,0
259283,2022-01-04,0,2022-01,0
259289,2022-01-04,0,2022-01,0
258863,2022-01-04,0,2022-01,0
258913,2022-01-04,1,2022-01,0
259012,2022-01-04,0,2022-01,0
259214,2022-01-04,0,2022-01,0
259257,2022-01-04,0,2022-01,0
259266,2022-01-04,0,2022-01,0
259276,2022-01-04,0,2022-01,0
258803,2022-01-04,1,2022-01,0
258861,2022-01-04,0,2022-01,0
258951,2022-01-04,0,2022-01,0
259018,2022-01-04,0,2022-01,0
259039,2022-01-04,1,2022-01,0
259080,2022-01-04,0,2022-01,0
259088,2022-01-04,0,2022-01,0
259106,2022-01-04,1,2022-01,0
259170,2022-01-04,0,2022-01,0
259174,2022-01-04,0,2022-01,0
259180,2022-01-04,0,2022-01,0
259181,2022-01-04,0,2022-01,0
259183,2022-01-04,0,2022-01,0
259184,2022-01-04,0,2022-01,0
259187,2022-01-04,0,2022-01,0
259190,2022-01-04,0,2022-01,0
259191,2022-01-04,0,2022-01,0
259192,2022-01-04,0,2022-01,0
259196,2022-01-04,0,2022-01,0
259198,2022-01-04,0,2022-01,0
259203,2022-01-04,0,2022-01,0
259204,2022-01-04,0,2022-01,0
259205,2022-01-04,0,2022-01,0
259207,2022-01-04,0,2022-01,0
259213,2022-01-04,0,2022-01,0
259222,2022-01-04,0,2022-01,0
259223,2022-01-04,0,2022-01,0
259225,2022-01-04,0,2022-01,0
259229,2022-01-04,0,2022-01,0
259231,2022-01-04,0,2022-01,0
259254,2022-01-04,0,2022-01,0
259260,2022-01-04,0,2022-01,0
259274,2022-01-04,0,2022-01,0
259275,2022-01-04,0,2022-01,0
259284,2022-01-04,0,2022-01,0
259286,2022-01-04,0,2022-01,0
258913,2022-01-05,1,2022-01,0
259011,2022-01-05,1,2022-01,0
259209,2022-01-05,1,2022-01,0
259305,2022-01-05,1,2022-01,0
258870,2022-01-05,0,2022-01,0
258987,2022-01-05,0,2022-01,0
259012,2022-01-05,0,2022-01,0
259026,2022-01-05,1,2022-01,0
259039,2022-01-05,1,2022-01,0
259088,2022-01-05,0,2022-01,0
259171,2022-01-05,0,2022-01,0
259174,2022-01-05,0,2022-01,0
259178,2022-01-05,0,2022-01,0
259198,2022-01-05,0,2022-01,0
259226,2022-01-05,0,2022-01,0
259298,2022-01-05,0,2022-01,0
259306,2022-01-05,0,2022-01,0
259307,2022-01-05,0,2022-01,0
259311,2022-01-05,0,2022-01,0
259315,2022-01-05,0,2022-01,0
259317,2022-01-05,0,2022-01,0
259325,2022-01-05,0,2022-01,0
259326,2022-01-05,0,2022-01,0
259329,2022-01-05,0,2022-01,0
259333,2022-01-05,0,2022-01,0
259337,2022-01-05,0,2022-01,0
259350,2022-01-05,0,2022-01,0
259351,2022-01-05,0,2022-01,0
259355,2022-01-05,0,2022-01,0
259356,2022-01-05,0,2022-01,0
259360,2022-01-05,0,2022-01,0
259365,2022-01-05,0,2022-01,0
259372,2022-01-05,0,2022-01,0
259379,2022-01-05,0,2022-01,0
259382,2022-01-05,0,2022-01,0
259384,2022-01-05,0,2022-01,0
259385,2022-01-05,0,2022-01,0
259388,2022-01-05,0,2022-01,0
259393,2022-01-05,0,2022-01,0
259395,2022-01-05,0,2022-01,0
259398,2022-01-05,1,2022-01,0
259402,2022-01-05,0,2022-01,0
259407,2022-01-05,0,2022-01,0
259412,2022-01-05,0,2022-01,0
259415,2022-01-05,0,2022-01,0
259418,2022-01-05,0,2022-01,0
258800,2022-01-05,1,2022-01,0
258803,2022-01-05,1,2022-01,0
258818,2022-01-05,1,2022-01,0
258832,2022-01-05,0,2022-01,0
258863,2022-01-05,0,2022-01,0
258865,2022-01-05,1,2022-01,0
258883,2022-01-05,1,2022-01,0
258922,2022-01-05,1,2022-01,0
258955,2022-01-05,1,2022-01,0
258971,2022-01-05,0,2022-01,0
259028,2022-01-05,1,2022-01,0
259106,2022-01-05,1,2022-01,0
259110,2022-01-05,0,2022-01,0
259143,2022-01-05,0,2022-01,0
259155,2022-01-05,1,2022-01,0
259203,2022-01-05,0,2022-01,0
259205,2022-01-05,0,2022-01,0
259210,2022-01-05,0,2022-01,0
259239,2022-01-05,0,2022-01,0
259258,2022-01-05,1,2022-01,0
259260,2022-01-05,0,2022-01,0
259264,2022-01-05,0,2022-01,0
259268,2022-01-05,1,2022-01,0
259269,2022-01-05,0,2022-01,0
259271,2022-01-05,0,2022-01,0
259283,2022-01-05,0,2022-01,0
259284,2022-01-05,0,2022-01,0
259297,2022-01-05,0,2022-01,0
259299,2022-01-05,0,2022-01,0
259300,2022-01-05,0,2022-01,0
259318,2022-01-05,0,2022-01,0
259322,2022-01-05,0,2022-01,0
259328,2022-01-05,0,2022-01,0
259344,2022-01-05,0,2022-01,0
259345,2022-01-05,0,2022-01,0
259354,2022-01-05,0,2022-01,0
259364,2022-01-05,0,2022-01,0
259366,2022-01-05,0,2022-01,0
259371,2022-01-05,0,2022-01,0
259378,2022-01-05,0,2022-01,0
259390,2022-01-05,0,2022-01,0
259401,2022-01-05,0,2022-01,0
259403,2022-01-05,0,2022-01,0
259410,2022-01-05,0,2022-01,0
258800,2022-01-06,1,2022-01,0
258832,2022-01-06,0,2022-01,0
258865,2022-01-06,1,2022-01,0
258915,2022-01-06,0,2022-01,0
258984,2022-01-06,1,2022-01,0
258996,2022-01-06,0,2022-01,0
259002,2022-01-06,0,2022-01,0
259026,2022-01-06,1,2022-01,0
259060,2022-01-06,0,2022-01,0
259068,2022-01-06,0,2022-01,0
259106,2022-01-06,1,2022-01,0
259174,2022-01-06,0,2022-01,0
259211,2022-01-06,0,2022-01,0
259258,2022-01-06,1,2022-01,0
259264,2022-01-06,0,2022-01,0
259284,2022-01-06,0,2022-01,0
259328,2022-01-06,0,2022-01,0
259354,2022-01-06,0,2022-01,0
259366,2022-01-06,0,2022-01,0
259378,2022-01-06,0,2022-01,0
259401,2022-01-06,0,2022-01,0
259427,2022-01-06,0,2022-01,0
259429,2022-01-06,1,2022-01,0
259433,2022-01-06,0,2022-01,0
259435,2022-01-06,0,2022-01,0
259441,2022-01-06,0,2022-01,0
259445,2022-01-06,0,2022-01,0
259446,2022-01-06,0,2022-01,0
259447,2022-01-06,1,2022-01,0
259457,2022-01-06,0,2022-01,0
259462,2022-01-06,0,2022-01,0
259465,2022-01-06,0,2022-01,0
259486,2022-01-06,0,2022-01,0
259487,2022-01-06,0,2022-01,0
259489,2022-01-06,0,2022-01,0
259506,2022-01-06,0,2022-01,0
259510,2022-01-06,0,2022-01,0
259513,2022-01-06,0,2022-01,0
259525,2022-01-06,0,2022-01,0
258955,2022-01-06,1,2022-01,0
259088,2022-01-06,0,2022-01,0
259247,2022-01-06,0,2022-01,0
259268,2022-01-06,1,2022-01,0
259305,2022-01-06,1,2022-01,0
259408,2022-01-06,1,2022-01,0
258818,2022-01-06,1,2022-01,0
258957,2022-01-06,0,2022-01,0
259039,2022-01-06,1,2022-01,0
259143,2022-01-06,0,2022-01,0
259178,2022-01-06,0,2022-01,0
259180,2022-01-06,0,2022-01,0
259198,2022-01-06,0,2022-01,0
259240,2022-01-06,0,2022-01,0
259297,2022-01-06,0,2022-01,0
259316,2022-01-06,0,2022-01,0
259317,2022-01-06,0,2022-01,0
259386,2022-01-06,0,2022-01,0
259398,2022-01-06,1,2022-01,0
259421,2022-01-06,0,2022-01,0
259422,2022-01-06,0,2022-01,0
259424,2022-01-06,0,2022-01,0
259436,2022-01-06,0,2022-01,0
259437,2022-01-06,0,2022-01,0
259440,2022-01-06,0,2022-01,0
259442,2022-01-06,0,2022-01,0
259443,2022-01-06,0,2022-01,0
259452,2022-01-06,0,2022-01,0
259456,2022-01-06,0,2022-01,0
259458,2022-01-06,0,2022-01,0
259459,2022-01-06,0,2022-01,0
259460,2022-01-06,0,2022-01,0
259473,2022-01-06,0,2022-01,0
259476,2022-01-06,0,2022-01,0
259477,2022-01-06,0,2022-01,0
259478,2022-01-06,0,2022-01,0
259480,2022-01-06,0,2022-01,0
259484,2022-01-06,0,2022-01,0
259485,2022-01-06,0,2022-01,0
259488,2022-01-06,0,2022-01,0
259490,2022-01-06,0,2022-01,0
259496,2022-01-06,0,2022-01,0
259497,2022-01-06,0,2022-01,0
259501,2022-01-06,0,2022-01,0
259503,2022-01-06,0,2022-01,0
259504,2022-01-06,0,2022-01,0
259515,2022-01-06,0,2022-01,0
259517,2022-01-06,0,2022-01,0
259518,2022-01-06,0,2022-01,0
259519,2022-01-06,0,2022-01,0
259520,2022-01-06,0,2022-01,0
259523,2022-01-06,0,2022-01,0
259524,2022-01-06,0,2022-01,0
259529,2022-01-06,0,2022-01,0
259534,2022-01-06,1,2022-01,0
259535,2022-01-06,0,2022-01,0
259536,2022-01-06,0,2022-01,0
259538,2022-01-06,0,2022-01,0
258800,2022-01-07,1,2022-01,0
258955,2022-01-07,1,2022-01,0
259110,2022-01-07,0,2022-01,0
259209,2022-01-07,1,2022-01,0
259268,2022-01-07,1,2022-01,0
259297,2022-01-07,0,2022-01,0
259305,2022-01-07,1,2022-01,0
259447,2022-01-07,1,2022-01,0
259573,2022-01-07,0,2022-01,0
259603,2022-01-07,0,2022-01,0
258818,2022-01-07,1,2022-01,0
258912,2022-01-07,0,2022-01,0
259106,2022-01-07,1,2022-01,0
259229,2022-01-07,0,2022-01,0
259240,2022-01-07,0,2022-01,0
259261,2022-01-07,1,2022-01,0
259273,2022-01-07,1,2022-01,0
259307,2022-01-07,0,2022-01,0
259317,2022-01-07,0,2022-01,0
259356,2022-01-07,0,2022-01,0
259427,2022-01-07,0,2022-01,0
259478,2022-01-07,0,2022-01,0
259503,2022-01-07,0,2022-01,0
259519,2022-01-07,0,2022-01,0
259524,2022-01-07,0,2022-01,0
259537,2022-01-07,0,2022-01,0
259541,2022-01-07,0,2022-01,0
259558,2022-01-07,0,2022-01,0
259564,2022-01-07,0,2022-01,0
259565,2022-01-07,0,2022-01,0
259568,2022-01-07,0,2022-01,0
259570,2022-01-07,0,2022-01,0
259572,2022-01-07,0,2022-01,0
259574,2022-01-07,0,2022-01,0
259577,2022-01-07,0,2022-01,0
259579,2022-01-07,0,2022-01,0
259581,2022-01-07,0,2022-01,0
259582,2022-01-07,0,2022-01,0
259587,2022-01-07,0,2022-01,0
259589,2022-01-07,0,2022-01,0
259593,2022-01-07,0,2022-01,0
259596,2022-01-07,0,2022-01,0
259602,2022-01-07,0,2022-01,0
259607,2022-01-07,0,2022-01,0
259608,2022-01-07,0,2022-01,0
259610,2022-01-07,0,2022-01,0
259614,2022-01-07,1,2022-01,0
259619,2022-01-07,0,2022-01,0
259624,2022-01-07,0,2022-01,0
259630,2022-01-07,0,2022-01,0
259634,2022-01-07,0,2022-01,0
259638,2022-01-07,0,2022-01,0
259645,2022-01-07,0,2022-01,0
259655,2022-01-07,0,2022-01,0
259657,2022-01-07,0,2022-01,0
258862,2022-01-07,1,2022-01,0
258880,2022-01-07,0,2022-01,0
258906,2022-01-07,0,2022-01,0
258984,2022-01-07,1,2022-01,0
259174,2022-01-07,1,2022-01,0
259187,2022-01-07,0,2022-01,0
259258,2022-01-07,1,2022-01,0
259283,2022-01-07,0,2022-01,0
259408,2022-01-07,1,2022-01,0
259426,2022-01-07,0,2022-01,0
259462,2022-01-07,0,2022-01,0
259487,2022-01-07,0,2022-01,0
259506,2022-01-07,0,2022-01,0
259510,2022-01-07,1,2022-01,0
259518,2022-01-07,0,2022-01,0
259533,2022-01-07,0,2022-01,0
259547,2022-01-07,0,2022-01,0
259548,2022-01-07,0,2022-01,0
259559,2022-01-07,0,2022-01,0
259560,2022-01-07,0,2022-01,0
259561,2022-01-07,0,2022-01,0
259590,2022-01-07,0,2022-01,0
259613,2022-01-07,0,2022-01,0
259622,2022-01-07,0,2022-01,0
259623,2022-01-07,0,2022-01,0
259635,2022-01-07,1,2022-01,0
259640,2022-01-07,0,2022-01,0
259652,2022-01-07,0,2022-01,0
258811,2022-01-08,0,2022-01,0
258837,2022-01-08,0,2022-01,0
258845,2022-01-08,0,2022-01,0
258878,2022-01-08,1,2022-01,0
258880,2022-01-08,0,2022-01,0
258906,2022-01-08,0,2022-01,0
259080,2022-01-08,0,2022-01,0
259121,2022-01-08,0,2022-01,0
259260,2022-01-08,1,2022-01,0
259283,2022-01-08,0,2022-01,0
259297,2022-01-08,0,2022-01,0
259398,2022-01-08,1,2022-01,0
259427,2022-01-08,0,2022-01,0
259441,2022-01-08,0,2022-01,0
259482,2022-01-08,1,2022-01,0
259510,2022-01-08,1,2022-01,0
259519,2022-01-08,0,2022-01,0
259523,2022-01-08,0,2022-01,0
259533,2022-01-08,0,2022-01,0
259549,2022-01-08,0,2022-01,0
259581,2022-01-08,0,2022-01,0
259590,2022-01-08,0,2022-01,0
259611,2022-01-08,0,2022-01,0
259622,2022-01-08,0,2022-01,0
259624,2022-01-08,0,2022-01,0
259634,2022-01-08,0,2022-01,0
259635,2022-01-08,1,2022-01,0
259652,2022-01-08,0,2022-01,0
259655,2022-01-08,0,2022-01,0
259657,2022-01-08,1,2022-01,0
259659,2022-01-08,0,2022-01,0
259678,2022-01-08,0,2022-01,0
259682,2022-01-08,0,2022-01,0
259684,2022-01-08,1,2022-01,0
259685,2022-01-08,0,2022-01,0
259701,2022-01-08,0,2022-01,0
259702,2022-01-08,1,2022-01,0
259706,2022-01-08,0,2022-01,0
259712,2022-01-08,0,2022-01,0
259715,2022-01-08,0,2022-01,0
259727,2022-01-08,1,2022-01,0
259729,2022-01-08,0,2022-01,0
259732,2022-01-08,0,2022-01,0
259739,2022-01-08,0,2022-01,0
259745,2022-01-08,0,2022-01,0
259756,2022-01-08,0,2022-01,0
259093,2022-01-08,0,2022-01,0
259268,2022-01-08,1,2022-01,0
258803,2022-01-08,1,2022-01,0
258912,2022-01-08,0,2022-01,0
258984,2022-01-08,1,2022-01,0
259039,2022-01-08,1,2022-01,0
259106,2022-01-08,1,2022-01,0
259110,2022-01-08,0,2022-01,0
259174,2022-01-08,1,2022-01,0
259211,2022-01-08,0,2022-01,0
259247,2022-01-08,0,2022-01,0
259390,2022-01-08,0,2022-01,0
259424,2022-01-08,0,2022-01,0
259436,2022-01-08,0,2022-01,0
259437,2022-01-08,0,2022-01,0
259445,2022-01-08,0,2022-01,0
259447,2022-01-08,1,2022-01,0
259567,2022-01-08,0,2022-01,0
259606,2022-01-08,0,2022-01,0
259614,2022-01-08,1,2022-01,0
259640,2022-01-08,0,2022-01,0
259644,2022-01-08,0,2022-01,0
259658,2022-01-08,0,2022-01,0
259662,2022-01-08,0,2022-01,0
259668,2022-01-08,0,2022-01,0
259670,2022-01-08,0,2022-01,0
259672,2022-01-08,0,2022-01,0
259676,2022-01-08,0,2022-01,0
259688,2022-01-08,0,2022-01,0
259692,2022-01-08,0,2022-01,0
259695,2022-01-08,0,2022-01,0
259697,2022-01-08,0,2022-01,0
259703,2022-01-08,0,2022-01,0
259705,2022-01-08,0,2022-01,0
259708,2022-01-08,0,2022-01,0
259710,2022-01-08,0,2022-01,0
259711,2022-01-08,0,2022-01,0
259719,2022-01-08,0,2022-01,0
259723,2022-01-08,0,2022-01,0
259724,2022-01-08,0,2022-01,0
259726,2022-01-08,0,2022-01,0
259728,2022-01-08,0,2022-01,0
259731,2022-01-08,0,2022-01,0
259736,2022-01-08,0,2022-01,0
259737,2022-01-08,0,2022-01,0
259742,2022-01-08,0,2022-01,0
259744,2022-01-08,0,2022-01,0
259748,2022-01-08,0,2022-01,0
259749,2022-01-08,0,2022-01,0
259750,2022-01-08,0,2022-01,0
259753,2022-01-08,0,2022-01,0
259106,2022-01-09,1,2022-01,0
259174,2022-01-09,1,2022-01,0
259247,2022-01-09,0,2022-01,0
259268,2022-01-09,1,2022-01,0
259504,2022-01-09,1,2022-01,0
259590,2022-01-09,0,2022-01,0
258803,2022-01-09,1,2022-01,0
258922,2022-01-09,1,2022-01,0
258971,2022-01-09,1,2022-01,0
259034,2022-01-09,0,2022-01,0
259132,2022-01-09,0,2022-01,0
259211,2022-01-09,0,2022-01,0
259351,2022-01-09,0,2022-01,0
259412,2022-01-09,0,2022-01,0
259561,2022-01-09,0,2022-01,0
259614,2022-01-09,1,2022-01,0
259657,2022-01-09,1,2022-01,0
259745,2022-01-09,0,2022-01,0
259759,2022-01-09,0,2022-01,0
259760,2022-01-09,0,2022-01,0
259763,2022-01-09,0,2022-01,0
259765,2022-01-09,0,2022-01,0
259779,2022-01-09,0,2022-01,0
259789,2022-01-09,0,2022-01,0
259790,2022-01-09,0,2022-01,0
259792,2022-01-09,0,2022-01,0
259799,2022-01-09,0,2022-01,0
259800,2022-01-09,0,2022-01,0
259802,2022-01-09,0,2022-01,0
259815,2022-01-09,0,2022-01,0
259816,2022-01-09,0,2022-01,0
259817,2022-01-09,0,2022-01,0
259823,2022-01-09,0,2022-01,0
259825,2022-01-09,0,2022-01,0
259827,2022-01-09,0,2022-01,0
259829,2022-01-09,0,2022-01,0
259841,2022-01-09,0,2022-01,0
259848,2022-01-09,0,2022-01,0
259850,2022-01-09,0,2022-01,0
258822,2022-01-09,1,2022-01,0
258832,2022-01-09,0,2022-01,0
258845,2022-01-09,0,2022-01,0
258904,2022-01-09,0,2022-01,0
258912,2022-01-09,0,2022-01,0
258980,2022-01-09,1,2022-01,0
259015,2022-01-09,0,2022-01,0
259060,2022-01-09,0,2022-01,0
259152,2022-01-09,0,2022-01,0
259209,2022-01-09,1,2022-01,0
259283,2022-01-09,1,2022-01,0
259297,2022-01-09,0,2022-01,0
259427,2022-01-09,0,2022-01,0
259476,2022-01-09,1,2022-01,0
259482,2022-01-09,1,2022-01,0
259486,2022-01-09,0,2022-01,0
259510,2022-01-09,1,2022-01,0
259574,2022-01-09,0,2022-01,0
