student_id,date_registered,f2p,total_minutes_watched,buckets
258915,2022-01-02,0,40.63,"(40.0, 50.0]"
258916,2022-01-02,1,0.0,0
258917,2022-01-02,0,6.55,"(5.0, 10.0]"
258918,2022-01-02,0,0.0,0
258919,2022-01-02,0,0.0,0
258920,2022-01-02,0,65.33,"(60.0, 70.0]"
258921,2022-01-02,0,0.0,0
258922,2022-01-02,1,68.94,"(60.0, 70.0]"
258923,2022-01-02,0,0.0,0
258924,2022-01-02,0,363.28000000000003,"(240.0, 480.0]"
258925,2022-01-02,0,6.73,"(5.0, 10.0]"
258926,2022-01-02,0,0.0,0
258927,2022-01-02,0,5.67,"(5.0, 10.0]"
258928,2022-01-02,0,0.0,0
258929,2022-01-02,0,43.81999999999999,"(40.0, 50.0]"
258930,2022-01-02,1,32.85,"(30.0, 40.0]"
258931,2022-01-02,0,0.0,0
258932,2022-01-02,0,0.0,0
258933,2022-01-02,0,5.78,"(5.0, 10.0]"
258934,2022-01-02,0,0.0,0
258935,2022-01-02,0,0.0,0
258936,2022-01-02,0,25.45,"(25.0, 30.0]"
258937,2022-01-02,0,0.0,0
258938,2022-01-02,0,0.0,0
258939,2022-01-02,0,10.809999999999999,"(10.0, 15.0]"
258940,2022-01-02,0,11.1,"(10.0, 15.0]"
258941,2022-01-02,0,0.0,0
258942,2022-01-02,0,0.0,0
258943,2022-01-02,0,0.0,0
258944,2022-01-02,0,0.0,0
258945,2022-01-02,0,0.0,0
258946,2022-01-02,0,0.0,0
258947,2022-01-02,0,0.05,"(0.0, 5.0]"
258948,2022-01-02,0,0.0,0
258949,2022-01-02,0,0.0,0
258950,2022-01-02,0,0.0,0
258951,2022-01-02,0,90.66,"(90.0, 100.0]"
258952,2022-01-02,0,0.0,0
258953,2022-01-02,0,0.0,0
258954,2022-01-02,0,3.42,"(0.0, 5.0]"
258955,2022-01-02,1,93.22999999999999,"(90.0, 100.0]"
258956,2022-01-02,1,14.78,"(10.0, 15.0]"
258957,2022-01-02,0,3.64,"(0.0, 5.0]"
258958,2022-01-02,0,0.0,0
258959,2022-01-02,0,0.13,"(0.0, 5.0]"
258960,2022-01-02,0,3.37,"(0.0, 5.0]"
258961,2022-01-02,0,0.0,0
258962,2022-01-02,0,0.12,"(0.0, 5.0]"
258963,2022-01-02,0,0.0,0
258964,2022-01-02,0,0.0,0
258965,2022-01-02,0,1.45,"(0.0, 5.0]"
258966,2022-01-02,0,0.0,0
258967,2022-01-02,0,2.8000000000000003,"(0.0, 5.0]"
258968,2022-01-02,0,0.0,0
258969,2022-01-02,0,5.18,"(5.0, 10.0]"
258970,2022-01-02,0,33.870000000000005,"(30.0, 40.0]"
258971,2022-01-02,1,77.74000000000001,"(70.0, 80.0]"
258972,2022-01-02,0,0.0,0
258973,2022-01-02,0,20.28,"(20.0, 25.0]"
258974,2022-01-02,0,20.87,"(20.0, 25.0]"
258975,2022-01-02,0,0.0,0
258976,2022-01-02,0,0.0,0
258977,2022-01-02,0,0.0,0
258978,2022-01-02,0,0.0,0
258979,2022-01-02,0,1.5,"(0.0, 5.0]"
258980,2022-01-02,1,0.13,"(0.0, 5.0]"
258981,2022-01-02,0,0.0,0
258982,2022-01-02,0,0.08,"(0.0, 5.0]"
258983,2022-01-02,0,0.0,0
258984,2022-01-02,1,19.82,"(15.0, 20.0]"
258985,2022-01-02,0,0.0,0
258986,2022-01-02,0,0.0,0
258987,2022-01-02,0,0.3,"(0.0, 5.0]"
258988,2022-01-02,0,0.0,0
258989,2022-01-02,0,0.27,"(0.0, 5.0]"
258990,2022-01-02,0,0.0,0
258991,2022-01-02,0,5.6,"(5.0, 10.0]"
258992,2022-01-02,0,0.0,0
258993,2022-01-02,0,0.32,"(0.0, 5.0]"
258994,2022-01-02,0,95.1,"(90.0, 100.0]"
258995,2022-01-02,0,0.0,0
258996,2022-01-02,0,39.19,"(30.0, 40.0]"
258997,2022-01-02,0,10.459999999999999,"(10.0, 15.0]"
258998,2022-01-02,0,0.25,"(0.0, 5.0]"
258999,2022-01-02,0,0.48,"(0.0, 5.0]"
259000,2022-01-02,0,57.24,"(50.0, 60.0]"
259001,2022-01-02,0,7.87,"(5.0, 10.0]"
259002,2022-01-02,0,52.27,"(50.0, 60.0]"
259003,2022-01-02,0,0.0,0
259004,2022-01-02,0,0.0,0
259005,2022-01-02,0,2.5700000000000003,"(0.0, 5.0]"
259006,2022-01-02,0,0.0,0
259007,2022-01-02,0,0.0,0
259008,2022-01-02,0,1.08,"(0.0, 5.0]"
259009,2022-01-02,0,0.0,0
259010,2022-01-02,0,0.0,0
259011,2022-01-02,1,53.57,"(50.0, 60.0]"
259012,2022-01-02,0,61.73,"(60.0, 70.0]"
259013,2022-01-02,0,0.0,0
259014,2022-01-02,0,2.35,"(0.0, 5.0]"
259015,2022-01-02,0,149.29999999999998,"(120.0, 240.0]"
259016,2022-01-02,0,0.0,0
259017,2022-01-02,0,1.1,"(0.0, 5.0]"
259018,2022-01-02,0,0.67,"(0.0, 5.0]"
259020,2022-01-02,0,5.82,"(5.0, 10.0]"
259021,2022-01-02,0,0.0,0
259022,2022-01-02,0,1.2,"(0.0, 5.0]"
259023,2022-01-02,0,0.0,0
259024,2022-01-02,0,27.009999999999998,"(25.0, 30.0]"
259025,2022-01-02,0,2.28,"(0.0, 5.0]"
259026,2022-01-02,1,64.39,"(60.0, 70.0]"
259027,2022-01-02,0,0.0,0
259028,2022-01-02,1,95.78,"(90.0, 100.0]"
259029,2022-01-02,0,10.42,"(10.0, 15.0]"
259030,2022-01-02,0,0.0,0
259031,2022-01-02,0,0.0,0
259032,2022-01-02,0,30.65,"(30.0, 40.0]"
259033,2022-01-02,0,3.3,"(0.0, 5.0]"
259034,2022-01-02,0,34.1,"(30.0, 40.0]"
259035,2022-01-02,0,1.0799999999999998,"(0.0, 5.0]"
259036,2022-01-02,0,6.47,"(5.0, 10.0]"
259037,2022-01-02,0,0.0,0
259038,2022-01-02,0,0.0,0
259039,2022-01-02,1,72.03,"(70.0, 80.0]"
259040,2022-01-02,0,0.13,"(0.0, 5.0]"
259041,2022-01-02,0,0.18,"(0.0, 5.0]"
259042,2022-01-02,0,194.55,"(120.0, 240.0]"
259043,2022-01-02,0,11.0,"(10.0, 15.0]"
259044,2022-01-02,0,0.0,0
259045,2022-01-02,0,2.22,"(0.0, 5.0]"
259046,2022-01-02,0,141.17,"(120.0, 240.0]"
259047,2022-01-02,0,27.18,"(25.0, 30.0]"
259048,2022-01-02,0,0.63,"(0.0, 5.0]"
259049,2022-01-02,0,0.0,0
259050,2022-01-02,0,0.0,0
259051,2022-01-02,0,0.42,"(0.0, 5.0]"
259052,2022-01-02,0,0.0,0
259053,2022-01-03,0,0.0,0
259054,2022-01-03,1,0.0,0
259055,2022-01-03,0,1.98,"(0.0, 5.0]"
259056,2022-01-03,0,0.47,"(0.0, 5.0]"
259057,2022-01-03,0,8.37,"(5.0, 10.0]"
259058,2022-01-03,0,1.21,"(0.0, 5.0]"
259059,2022-01-03,0,4.3,"(0.0, 5.0]"
259060,2022-01-03,0,30.17,"(30.0, 40.0]"
259061,2022-01-03,0,0.0,0
259062,2022-01-03,0,9.52,"(5.0, 10.0]"
259063,2022-01-03,0,4.72,"(0.0, 5.0]"
259064,2022-01-03,0,0.0,0
259065,2022-01-03,0,0.37,"(0.0, 5.0]"
259066,2022-01-03,0,0.0,0
259067,2022-01-03,0,59.77,"(50.0, 60.0]"
259068,2022-01-03,0,46.53,"(40.0, 50.0]"
259069,2022-01-03,0,1.03,"(0.0, 5.0]"
259070,2022-01-03,1,0.0,0
259071,2022-01-03,0,53.58,"(50.0, 60.0]"
259072,2022-01-03,0,1.75,"(0.0, 5.0]"
259073,2022-01-03,0,0.0,0
259074,2022-01-03,0,0.0,0
259075,2022-01-03,0,0.0,0
259076,2022-01-03,0,0.0,0
259077,2022-01-03,0,10.2,"(10.0, 15.0]"
259078,2022-01-03,0,0.85,"(0.0, 5.0]"
259079,2022-01-03,0,0.23,"(0.0, 5.0]"
259080,2022-01-03,0,156.24999999999997,"(120.0, 240.0]"
259081,2022-01-03,0,0.0,0
259082,2022-01-03,0,0.0,0
259083,2022-01-03,0,0.0,0
259084,2022-01-03,0,16.99,"(15.0, 20.0]"
259085,2022-01-03,0,0.9,"(0.0, 5.0]"
259086,2022-01-03,0,5.3,"(5.0, 10.0]"
259087,2022-01-03,0,1.33,"(0.0, 5.0]"
259088,2022-01-03,0,86.39999999999999,"(80.0, 90.0]"
259089,2022-01-03,0,0.0,0
259090,2022-01-03,0,9.95,"(5.0, 10.0]"
259091,2022-01-03,0,0.0,0
259092,2022-01-03,0,0.0,0
259093,2022-01-03,0,99.11,"(90.0, 100.0]"
259094,2022-01-03,0,0.0,0
259095,2022-01-03,0,0.07,"(0.0, 5.0]"
259096,2022-01-03,0,0.0,0
259097,2022-01-03,0,12.2,"(10.0, 15.0]"
259098,2022-01-03,0,20.04,"(20.0, 25.0]"
259099,2022-01-03,0,1.1,"(0.0, 5.0]"
259100,2022-01-03,0,0.0,0
259101,2022-01-03,0,1.83,"(0.0, 5.0]"
259102,2022-01-03,0,0.22,"(0.0, 5.0]"
259103,2022-01-03,0,13.68,"(10.0, 15.0]"
259104,2022-01-03,0,0.72,"(0.0, 5.0]"
259105,2022-01-03,0,127.87,"(120.0, 240.0]"
259106,2022-01-03,1,60.22,"(60.0, 70.0]"
259107,2022-01-03,0,0.0,0
259108,2022-01-03,0,27.98,"(25.0, 30.0]"
259109,2022-01-03,0,0.0,0
259110,2022-01-03,0,68.6,"(60.0, 70.0]"
259111,2022-01-03,0,0.0,0
259112,2022-01-03,0,0.0,0
259113,2022-01-03,0,0.42,"(0.0, 5.0]"
259114,2022-01-03,0,1.95,"(0.0, 5.0]"
259115,2022-01-03,0,0.7,"(0.0, 5.0]"
259116,2022-01-03,0,37.9,"(30.0, 40.0]"
259117,2022-01-03,0,0.0,0
259118,2022-01-03,0,98.03999999999999,"(90.0, 100.0]"
259119,2022-01-03,0,0.0,0
259120,2022-01-03,0,0.0,0
259121,2022-01-03,0,60.0,"(50.0, 60.0]"
259122,2022-01-03,0,0.0,0
259123,2022-01-03,0,65.92,"(60.0, 70.0]"
259124,2022-01-03,0,0.0,0
259125,2022-01-03,0,5.63,"(5.0, 10.0]"
259126,2022-01-03,0,4.92,"(0.0, 5.0]"
259127,2022-01-03,0,2.07,"(0.0, 5.0]"
259128,2022-01-03,0,0.0,0
259129,2022-01-03,0,0.0,0
259130,2022-01-03,0,0.0,0
259131,2022-01-03,0,0.0,0
259132,2022-01-03,0,0.0,0
259133,2022-01-03,0,2.38,"(0.0, 5.0]"
259134,2022-01-03,0,13.58,"(10.0, 15.0]"
259135,2022-01-03,0,0.0,0
259136,2022-01-03,0,0.0,0
259137,2022-01-03,0,6.03,"(5.0, 10.0]"
259138,2022-01-03,0,12.63,"(10.0, 15.0]"
259139,2022-01-03,0,0.0,0
259140,2022-01-03,0,0.0,0
259141,2022-01-03,0,0.0,0
259142,2022-01-03,0,0.0,0
259143,2022-01-03,0,24.189999999999998,"(20.0, 25.0]"
259144,2022-01-03,0,3.02,"(0.0, 5.0]"
259145,2022-01-03,0,0.32,"(0.0, 5.0]"
259146,2022-01-03,0,3.33,"(0.0, 5.0]"
259147,2022-01-03,0,0.0,0
259148,2022-01-03,0,0.05,"(0.0, 5.0]"
259149,2022-01-03,0,38.15,"(30.0, 40.0]"
259150,2022-01-03,0,0.2,"(0.0, 5.0]"
259151,2022-01-03,0,0.0,0
259152,2022-01-03,0,10.7,"(10.0, 15.0]"
259153,2022-01-03,0,0.0,0
259154,2022-01-03,0,0.0,0
259155,2022-01-03,1,79.68,"(70.0, 80.0]"
259156,2022-01-03,0,2.42,"(0.0, 5.0]"
259157,2022-01-03,0,0.0,0
259158,2022-01-03,0,0.52,"(0.0, 5.0]"
259159,2022-01-03,0,0.0,0
259160,2022-01-03,0,0.95,"(0.0, 5.0]"
259161,2022-01-03,0,0.0,0
259162,2022-01-03,0,0.0,0
259163,2022-01-03,0,0.0,0
259164,2022-01-03,0,0.67,"(0.0, 5.0]"
259165,2022-01-03,0,0.22,"(0.0, 5.0]"
259166,2022-01-03,0,0.0,0
259167,2022-01-03,0,10.5,"(10.0, 15.0]"
259168,2022-01-04,0,0.0,0
259169,2022-01-04,0,0.0,0
259170,2022-01-04,0,1.2,"(0.0, 5.0]"
259171,2022-01-04,1,94.91999999999999,"(90.0, 100.0]"
259172,2022-01-04,0,7.37,"(5.0, 10.0]"
259173,2022-01-04,0,0.0,0
259174,2022-01-04,1,215.09,"(120.0, 240.0]"
259175,2022-01-04,0,0.0,0
259176,2022-01-04,0,0.0,0
259177,2022-01-04,0,0.0,0
259178,2022-01-04,0,44.419999999999995,"(40.0, 50.0]"
259179,2022-01-04,0,0.0,0
259180,2022-01-04,0,50.059999999999995,"(50.0, 60.0]"
259181,2022-01-04,0,0.13,"(0.0, 5.0]"
259182,2022-01-04,0,0.0,0
259183,2022-01-04,0,18.25,"(15.0, 20.0]"
259184,2022-01-04,0,0.05,"(0.0, 5.0]"
259185,2022-01-04,0,0.0,0
259186,2022-01-04,0,0.0,0
259187,2022-01-04,0,9.51,"(5.0, 10.0]"
259188,2022-01-04,0,4.27,"(0.0, 5.0]"
259189,2022-01-04,0,0.0,0
259190,2022-01-04,1,12.6,"(10.0, 15.0]"
259191,2022-01-04,0,0.98,"(0.0, 5.0]"
259192,2022-01-04,0,0.42,"(0.0, 5.0]"
259193,2022-01-04,0,0.0,0
259194,2022-01-04,0,0.0,0
259195,2022-01-04,0,32.2,"(30.0, 40.0]"
259196,2022-01-04,0,3.23,"(0.0, 5.0]"
259198,2022-01-04,0,52.46,"(50.0, 60.0]"
259199,2022-01-04,0,19.4,"(15.0, 20.0]"
259200,2022-01-04,0,0.0,0
259201,2022-01-04,0,1.95,"(0.0, 5.0]"
259202,2022-01-04,0,0.0,0
259203,2022-01-04,0,15.669999999999998,"(15.0, 20.0]"
259204,2022-01-04,0,0.3,"(0.0, 5.0]"
259205,2022-01-04,0,9.799999999999999,"(5.0, 10.0]"
259206,2022-01-04,0,0.0,0
259207,2022-01-04,0,0.95,"(0.0, 5.0]"
259208,2022-01-04,0,0.0,0
259209,2022-01-04,1,28.330000000000002,"(25.0, 30.0]"
259210,2022-01-04,0,43.53,"(40.0, 50.0]"
259211,2022-01-04,0,44.86,"(40.0, 50.0]"
259212,2022-01-04,0,0.0,0
259213,2022-01-04,0,1.38,"(0.0, 5.0]"
259214,2022-01-04,0,0.2,"(0.0, 5.0]"
259215,2022-01-04,0,0.0,0
259216,2022-01-04,0,0.0,0
259217,2022-01-04,0,8.17,"(5.0, 10.0]"
259218,2022-01-04,0,0.0,0
259219,2022-01-04,0,0.0,0
259220,2022-01-04,0,0.0,0
259221,2022-01-04,0,0.0,0
259222,2022-01-04,0,0.05,"(0.0, 5.0]"
259223,2022-01-04,0,0.72,"(0.0, 5.0]"
259224,2022-01-04,0,0.0,0
259225,2022-01-04,0,0.62,"(0.0, 5.0]"
259226,2022-01-04,0,6.25,"(5.0, 10.0]"
259227,2022-01-04,0,0.0,0
259228,2022-01-04,0,0.0,0
259229,2022-01-04,0,2.7199999999999998,"(0.0, 5.0]"
259230,2022-01-04,0,0.0,0
259231,2022-01-04,0,0.12,"(0.0, 5.0]"
259232,2022-01-04,0,34.72,"(30.0, 40.0]"
259233,2022-01-04,0,68.75,"(60.0, 70.0]"
259234,2022-01-04,0,0.0,0
259235,2022-01-04,0,0.0,0
259236,2022-01-04,0,0.0,0
259237,2022-01-04,0,0.0,0
259238,2022-01-04,0,0.0,0
259239,2022-01-04,0,51.35,"(50.0, 60.0]"
259240,2022-01-04,0,2.5,"(0.0, 5.0]"
259241,2022-01-04,0,0.0,0
259242,2022-01-04,0,9.23,"(5.0, 10.0]"
259243,2022-01-04,0,0.0,0
259244,2022-01-04,0,109.95,"(100.0, 110.0]"
259245,2022-01-04,0,0.0,0
259246,2022-01-04,0,30.92,"(30.0, 40.0]"
259247,2022-01-04,0,75.1,"(70.0, 80.0]"
259248,2022-01-04,0,0.0,0
259249,2022-01-04,0,0.0,0
259250,2022-01-04,0,6.53,"(5.0, 10.0]"
259251,2022-01-04,0,0.0,0
259252,2022-01-04,0,0.0,0
259253,2022-01-04,0,0.0,0
259254,2022-01-04,0,43.39,"(40.0, 50.0]"
259255,2022-01-04,0,0.0,0
259256,2022-01-04,0,0.0,0
259257,2022-01-04,0,0.0,0
259258,2022-01-04,1,20.45,"(20.0, 25.0]"
259259,2022-01-04,0,0.0,0
259260,2022-01-04,1,65.45,"(60.0, 70.0]"
259261,2022-01-04,1,0.0,0
259262,2022-01-04,1,0.25,"(0.0, 5.0]"
259263,2022-01-04,0,0.0,0
259264,2022-01-04,0,64.51,"(60.0, 70.0]"
259265,2022-01-04,0,0.0,0
259266,2022-01-04,0,10.77,"(10.0, 15.0]"
259267,2022-01-04,0,11.48,"(10.0, 15.0]"
259268,2022-01-04,1,178.14999999999998,"(120.0, 240.0]"
259269,2022-01-04,0,24.11,"(20.0, 25.0]"
259270,2022-01-04,0,0.0,0
259271,2022-01-04,0,13.15,"(10.0, 15.0]"
259272,2022-01-04,0,0.0,0
259273,2022-01-04,1,27.28,"(25.0, 30.0]"
259274,2022-01-04,0,0.6,"(0.0, 5.0]"
259275,2022-01-04,0,0.48,"(0.0, 5.0]"
259276,2022-01-04,0,19.22,"(15.0, 20.0]"
259277,2022-01-04,0,0.0,0
259278,2022-01-04,0,22.42,"(20.0, 25.0]"
259279,2022-01-04,0,0.0,0
259280,2022-01-04,0,0.0,0
259281,2022-01-04,0,0.0,0
259282,2022-01-04,0,0.0,0
259283,2022-01-04,1,126.04000000000002,"(120.0, 240.0]"
259284,2022-01-04,0,143.40999999999997,"(120.0, 240.0]"
259285,2022-01-04,0,0.0,0
259286,2022-01-04,0,1.08,"(0.0, 5.0]"
259287,2022-01-04,0,0.0,0
259288,2022-01-04,0,0.0,0
259289,2022-01-04,0,35.43,"(30.0, 40.0]"
259290,2022-01-04,0,0.0,0
259291,2022-01-04,0,0.0,0
259292,2022-01-04,0,0.0,0
259293,2022-01-04,0,0.0,0
259294,2022-01-04,0,0.0,0
259295,2022-01-04,0,0.0,0
259296,2022-01-05,0,0.0,0
259297,2022-01-05,0,238.87,"(120.0, 240.0]"
259298,2022-01-05,0,1.8699999999999999,"(0.0, 5.0]"
259299,2022-01-05,0,6.57,"(5.0, 10.0]"
259300,2022-01-05,1,119.15,"(110.0, 120.0]"
259301,2022-01-05,0,0.0,0
259302,2022-01-05,0,0.0,0
259303,2022-01-05,0,0.0,0
259304,2022-01-05,0,0.0,0
259305,2022-01-05,1,117.42,"(110.0, 120.0]"
259306,2022-01-05,0,0.27,"(0.0, 5.0]"
259307,2022-01-05,0,3.19,"(0.0, 5.0]"
259308,2022-01-05,0,0.0,0
259309,2022-01-05,0,0.0,0
259310,2022-01-05,0,0.0,0
259311,2022-01-05,0,0.32,"(0.0, 5.0]"
259312,2022-01-05,0,0.0,0
259313,2022-01-05,0,0.0,0
259314,2022-01-05,0,0.0,0
259315,2022-01-05,0,0.57,"(0.0, 5.0]"
259316,2022-01-05,0,0.15,"(0.0, 5.0]"
259317,2022-01-05,0,24.740000000000002,"(20.0, 25.0]"
259318,2022-01-05,0,102.05,"(100.0, 110.0]"
259319,2022-01-05,0,0.08,"(0.0, 5.0]"
259320,2022-01-05,0,0.0,0
259321,2022-01-05,0,0.0,0
259322,2022-01-05,0,43.8,"(40.0, 50.0]"
259323,2022-01-05,0,0.0,0
259324,2022-01-05,0,0.0,0
259325,2022-01-05,0,0.05,"(0.0, 5.0]"
259326,2022-01-05,0,2.8800000000000003,"(0.0, 5.0]"
259327,2022-01-05,0,0.0,0
259328,2022-01-05,0,63.21,"(60.0, 70.0]"
259329,2022-01-05,0,1.08,"(0.0, 5.0]"
259330,2022-01-05,0,0.0,0
259331,2022-01-05,0,0.0,0
259332,2022-01-05,0,0.0,0
259333,2022-01-05,0,15.37,"(15.0, 20.0]"
259334,2022-01-05,0,0.0,0
259335,2022-01-05,0,0.0,0
259336,2022-01-05,0,0.0,0
259337,2022-01-05,0,0.05,"(0.0, 5.0]"
259338,2022-01-05,0,0.0,0
259339,2022-01-05,0,0.0,0
259340,2022-01-05,0,0.0,0
259341,2022-01-05,0,0.0,0
259342,2022-01-05,0,0.0,0
259343,2022-01-05,0,10.95,"(10.0, 15.0]"
259344,2022-01-05,0,8.82,"(5.0, 10.0]"
259345,2022-01-05,0,12.95,"(10.0, 15.0]"
259346,2022-01-05,0,0.0,0
259347,2022-01-05,0,0.0,0
259348,2022-01-05,0,0.0,0
259349,2022-01-05,0,1.68,"(0.0, 5.0]"
259350,2022-01-05,0,365.73,"(240.0, 480.0]"
259351,2022-01-05,0,1.55,"(0.0, 5.0]"
259352,2022-01-05,0,0.0,0
259353,2022-01-05,0,0.0,0
259354,2022-01-05,0,72.35,"(70.0, 80.0]"
259355,2022-01-05,0,0.07,"(0.0, 5.0]"
259356,2022-01-05,0,8.11,"(5.0, 10.0]"
259357,2022-01-05,0,0.0,0
259358,2022-01-05,0,0.0,0
259359,2022-01-05,0,0.0,0
259360,2022-01-05,0,3.13,"(0.0, 5.0]"
259361,2022-01-05,1,40.88,"(40.0, 50.0]"
259362,2022-01-05,0,0.0,0
259363,2022-01-05,0,0.0,0
259364,2022-01-05,0,41.949999999999996,"(40.0, 50.0]"
259365,2022-01-05,0,0.38,"(0.0, 5.0]"
259366,2022-01-05,0,68.3,"(60.0, 70.0]"
259367,2022-01-05,0,0.0,0
259369,2022-01-05,0,0.0,0
259370,2022-01-05,0,0.0,0
259371,2022-01-05,0,0.25,"(0.0, 5.0]"
259372,2022-01-05,0,1.48,"(0.0, 5.0]"
259373,2022-01-05,0,0.0,0
259374,2022-01-05,0,39.33,"(30.0, 40.0]"
