"student_id","date_registered","onboarded"
"258926","2022-01-02","0"
"258927","2022-01-02","1"
"258928","2022-01-02","0"
"258929","2022-01-02","1"
"258930","2022-01-02","1"
"258931","2022-01-02","0"
"258932","2022-01-02","0"
"258933","2022-01-02","1"
"258934","2022-01-02","0"
"258935","2022-01-02","0"
"258936","2022-01-02","1"
"258937","2022-01-02","0"
"258938","2022-01-02","0"
"258939","2022-01-02","1"
"258940","2022-01-02","1"
"258941","2022-01-02","0"
"258942","2022-01-02","0"
"258943","2022-01-02","0"
"258944","2022-01-02","0"
"258945","2022-01-02","0"
"258946","2022-01-02","0"
"258947","2022-01-02","1"
"258948","2022-01-02","0"
"258949","2022-01-02","0"
"258950","2022-01-02","0"
"258951","2022-01-02","1"
"258952","2022-01-02","0"
"258953","2022-01-02","0"
"258954","2022-01-02","1"
"258955","2022-01-02","1"
"258956","2022-01-02","1"
"258957","2022-01-02","1"
"258958","2022-01-02","0"
"258959","2022-01-02","1"
"258960","2022-01-02","1"
"258961","2022-01-02","0"
"258962","2022-01-02","1"
"258963","2022-01-02","0"
"258964","2022-01-02","0"
"258965","2022-01-02","1"
"258966","2022-01-02","0"
"258967","2022-01-02","1"
"258968","2022-01-02","0"
"258969","2022-01-02","1"
"258970","2022-01-02","1"
"258971","2022-01-02","1"
"258972","2022-01-02","0"
"258973","2022-01-02","1"
"258974","2022-01-02","1"
"258975","2022-01-02","0"
"258976","2022-01-02","0"
"258977","2022-01-02","0"
"258978","2022-01-02","0"
"258979","2022-01-02","1"
"258980","2022-01-02","1"
"258981","2022-01-02","0"
"258982","2022-01-02","1"
"258983","2022-01-02","0"
"258984","2022-01-02","1"
"258985","2022-01-02","0"
"258986","2022-01-02","0"
"258987","2022-01-02","1"
"258988","2022-01-02","0"
"258989","2022-01-02","1"
"258990","2022-01-02","0"
"258991","2022-01-02","1"
"258992","2022-01-02","0"
"258993","2022-01-02","1"
"258994","2022-01-02","1"
"258995","2022-01-02","0"
"258996","2022-01-02","1"
"258997","2022-01-02","1"
"258998","2022-01-02","1"
"258999","2022-01-02","1"
"259000","2022-01-02","1"
"259001","2022-01-02","1"
"259002","2022-01-02","1"
"259003","2022-01-02","0"
"259004","2022-01-02","0"
"259005","2022-01-02","1"
"259006","2022-01-02","0"
"259007","2022-01-02","0"
"259008","2022-01-02","1"
"259009","2022-01-02","0"
"259010","2022-01-02","0"
"259011","2022-01-02","1"
"259012","2022-01-02","1"
"259013","2022-01-02","0"
"259014","2022-01-02","1"
"259015","2022-01-02","1"
"259016","2022-01-02","0"
"259017","2022-01-02","1"
"259018","2022-01-02","1"
"259020","2022-01-02","1"
"259021","2022-01-02","0"
"259022","2022-01-02","1"
"259023","2022-01-02","0"
"259024","2022-01-02","1"
"259025","2022-01-02","1"
"259026","2022-01-02","1"
"259027","2022-01-02","0"
"259028","2022-01-02","1"
"259029","2022-01-02","1"
"259030","2022-01-02","0"
"259031","2022-01-02","0"
"259032","2022-01-02","1"
"259033","2022-01-02","1"
"259034","2022-01-02","1"
"259035","2022-01-02","1"
"259036","2022-01-02","1"
"259037","2022-01-02","0"
"259038","2022-01-02","0"
"259039","2022-01-02","1"
"259040","2022-01-02","1"
"259041","2022-01-02","1"
"259042","2022-01-02","1"
"259043","2022-01-02","1"
"259044","2022-01-02","0"
"259045","2022-01-02","1"
"259046","2022-01-02","1"
"259047","2022-01-02","1"
"259048","2022-01-02","1"
"259049","2022-01-02","0"
"259050","2022-01-02","0"
"259051","2022-01-02","1"
"259052","2022-01-02","0"
"259053","2022-01-03","0"
"259054","2022-01-03","1"
"259055","2022-01-03","1"
"259056","2022-01-03","1"
"259057","2022-01-03","1"
"259058","2022-01-03","1"
"259059","2022-01-03","1"
"259060","2022-01-03","1"
"259061","2022-01-03","0"
"259062","2022-01-03","1"
"259063","2022-01-03","1"
"259064","2022-01-03","0"
"259065","2022-01-03","1"
"259066","2022-01-03","0"
"259067","2022-01-03","1"
"259068","2022-01-03","1"
"259069","2022-01-03","1"
"259070","2022-01-03","1"
"259071","2022-01-03","1"
"259072","2022-01-03","1"
"259073","2022-01-03","0"
"259074","2022-01-03","0"
"259075","2022-01-03","0"
"259076","2022-01-03","0"
"259077","2022-01-03","1"
"259078","2022-01-03","1"
"259079","2022-01-03","1"
"259080","2022-01-03","1"
"259081","2022-01-03","0"
"259082","2022-01-03","0"
"259083","2022-01-03","0"
"259084","2022-01-03","1"
"259085","2022-01-03","1"
"259086","2022-01-03","1"
"259087","2022-01-03","1"
"259088","2022-01-03","1"
"259089","2022-01-03","0"
"259090","2022-01-03","1"
"259091","2022-01-03","0"
"259092","2022-01-03","0"
"259093","2022-01-03","1"
"259094","2022-01-03","0"
"259095","2022-01-03","1"
"259096","2022-01-03","0"
"259097","2022-01-03","1"
"259098","2022-01-03","1"
"259099","2022-01-03","1"
"259100","2022-01-03","0"
"259101","2022-01-03","1"
"259102","2022-01-03","1"
"259103","2022-01-03","1"
"259104","2022-01-03","1"
"259105","2022-01-03","1"
"259106","2022-01-03","1"
"259107","2022-01-03","0"
"259108","2022-01-03","1"
"259109","2022-01-03","0"
"259110","2022-01-03","1"
"259111","2022-01-03","0"
"259112","2022-01-03","0"
"259113","2022-01-03","1"
"259114","2022-01-03","1"
"259115","2022-01-03","1"
"259116","2022-01-03","1"
"259117","2022-01-03","0"
"259118","2022-01-03","1"
"259119","2022-01-03","0"
"259120","2022-01-03","0"
"259121","2022-01-03","1"
"259122","2022-01-03","0"
"259123","2022-01-03","1"
"259124","2022-01-03","0"
"259125","2022-01-03","1"
"259126","2022-01-03","1"
"259127","2022-01-03","1"
"259128","2022-01-03","0"
"259129","2022-01-03","0"
"259130","2022-01-03","0"
"259131","2022-01-03","0"
"259132","2022-01-03","1"
"259133","2022-01-03","1"
"259134","2022-01-03","1"
"259135","2022-01-03","0"
"259136","2022-01-03","0"
"259137","2022-01-03","1"
"259138","2022-01-03","1"
"259139","2022-01-03","0"
"259140","2022-01-03","0"
"259141","2022-01-03","0"
"259142","2022-01-03","0"
"259143","2022-01-03","1"
"259144","2022-01-03","1"
"259145","2022-01-03","1"
"259146","2022-01-03","1"
"259147","2022-01-03","0"
"259148","2022-01-03","1"
"259149","2022-01-03","1"
"259150","2022-01-03","1"
"259151","2022-01-03","0"
"259152","2022-01-03","1"
"259153","2022-01-03","0"
"259154","2022-01-03","0"
"259155","2022-01-03","1"
"259156","2022-01-03","1"
"259157","2022-01-03","0"
"259158","2022-01-03","1"
"259159","2022-01-03","0"
"259160","2022-01-03","1"
"259161","2022-01-03","0"
"259162","2022-01-03","0"
"259163","2022-01-03","0"
"259164","2022-01-03","1"
"259165","2022-01-03","1"
"259166","2022-01-03","1"
"259167","2022-01-03","1"
"259168","2022-01-04","0"
"259169","2022-01-04","0"
"259170","2022-01-04","1"
"259171","2022-01-04","1"
"259172","2022-01-04","1"
"259173","2022-01-04","0"
"259174","2022-01-04","1"
"259175","2022-01-04","0"
"259176","2022-01-04","0"
"259177","2022-01-04","0"
"259178","2022-01-04","1"
"259179","2022-01-04","0"
"259180","2022-01-04","1"
"259181","2022-01-04","1"
"259182","2022-01-04","0"
"259183","2022-01-04","1"
"259184","2022-01-04","1"
"259185","2022-01-04","0"
"259186","2022-01-04","0"
"259187","2022-01-04","1"
"259188","2022-01-04","1"
"259189","2022-01-04","0"
"259190","2022-01-04","1"
"259191","2022-01-04","1"
"259192","2022-01-04","1"
"259193","2022-01-04","0"
"259194","2022-01-04","0"
"259195","2022-01-04","1"
"259196","2022-01-04","1"
"259198","2022-01-04","1"
"259199","2022-01-04","1"
"259200","2022-01-04","0"
"259201","2022-01-04","1"
"259202","2022-01-04","0"
"259203","2022-01-04","1"
"259204","2022-01-04","1"
"259205","2022-01-04","1"
"259206","2022-01-04","0"
"259207","2022-01-04","1"
"259208","2022-01-04","0"
"259209","2022-01-04","1"
"259210","2022-01-04","1"
"259211","2022-01-04","1"
"259212","2022-01-04","0"
"259213","2022-01-04","1"
"259214","2022-01-04","1"
"259215","2022-01-04","0"
"259216","2022-01-04","0"
"259217","2022-01-04","1"
"259218","2022-01-04","0"
"259219","2022-01-04","0"
"259220","2022-01-04","0"
"259221","2022-01-04","0"
"259222","2022-01-04","1"
"259223","2022-01-04","1"
"259224","2022-01-04","0"
"259225","2022-01-04","1"
"259226","2022-01-04","1"
"259227","2022-01-04","0"
"259228","2022-01-04","0"
"259229","2022-01-04","1"
"259230","2022-01-04","0"
"259231","2022-01-04","1"
"259232","2022-01-04","1"
"259233","2022-01-04","1"
"259234","2022-01-04","0"
"259235","2022-01-04","0"
"259236","2022-01-04","0"
"259237","2022-01-04","0"
"259238","2022-01-04","0"
"259239","2022-01-04","1"
"259240","2022-01-04","1"
"259241","2022-01-04","0"
"259242","2022-01-04","1"
"259243","2022-01-04","0"
"259244","2022-01-04","1"
"259245","2022-01-04","0"
"259246","2022-01-04","1"
"259247","2022-01-04","1"
"259248","2022-01-04","0"
"259249","2022-01-04","0"
"259250","2022-01-04","1"
"259251","2022-01-04","0"
"259252","2022-01-04","0"
"259253","2022-01-04","0"
"259254","2022-01-04","1"
"259255","2022-01-04","0"
"259256","2022-01-04","0"
"259257","2022-01-04","1"
"259258","2022-01-04","1"
"259259","2022-01-04","0"
"259260","2022-01-04","1"
"259261","2022-01-04","1"
"259262","2022-01-04","1"
"259263","2022-01-04","0"
"259264","2022-01-04","1"
"259265","2022-01-04","0"
"259266","2022-01-04","1"
"259267","2022-01-04","1"
"259268","2022-01-04","1"
"259269","2022-01-04","1"
"259270","2022-01-04","0"
"259271","2022-01-04","1"
"259272","2022-01-04","0"
"259273","2022-01-04","1"
"259274","2022-01-04","1"
"259275","2022-01-04","1"
"259276","2022-01-04","1"
"259277","2022-01-04","0"
"259278","2022-01-04","1"
"259279","2022-01-04","0"
"259280","2022-01-04","0"
"259281","2022-01-04","0"
"259282","2022-01-04","0"
"259283","2022-01-04","1"
"259284","2022-01-04","1"
"259285","2022-01-04","0"
"259286","2022-01-04","1"
"259287","2022-01-04","0"
"259288","2022-01-04","0"
"259289","2022-01-04","1"
"259290","2022-01-04","0"
"259291","2022-01-04","0"
"259292","2022-01-04","0"
"259293","2022-01-04","0"
"259294","2022-01-04","0"
"259295","2022-01-04","0"
"259296","2022-01-05","0"
"259297","2022-01-05","1"
"259298","2022-01-05","1"
"259299","2022-01-05","1"
"259300","2022-01-05","1"
"259301","2022-01-05","0"
"259302","2022-01-05","0"
"259303","2022-01-05","0"
"259304","2022-01-05","0"
"259305","2022-01-05","1"
"259306","2022-01-05","1"
"259307","2022-01-05","1"
"259308","2022-01-05","0"
"259309","2022-01-05","0"
"259310","2022-01-05","0"
"259311","2022-01-05","1"
"259312","2022-01-05","0"
"259313","2022-01-05","0"
"259314","2022-01-05","0"
"259315","2022-01-05","1"
"259316","2022-01-05","1"
"259317","2022-01-05","1"
"259318","2022-01-05","1"
"259319","2022-01-05","1"
"259320","2022-01-05","0"
"259321","2022-01-05","0"
"259322","2022-01-05","1"
"259323","2022-01-05","0"
"259324","2022-01-05","0"
"259325","2022-01-05","1"
"259326","2022-01-05","1"
"259327","2022-01-05","0"
"259328","2022-01-05","1"
"259329","2022-01-05","1"
"259330","2022-01-05","0"
"259331","2022-01-05","0"
"259332","2022-01-05","0"
"259333","2022-01-05","1"
"259334","2022-01-05","0"
"259335","2022-01-05","0"
"259336","2022-01-05","0"
"259337","2022-01-05","1"
"259338","2022-01-05","0"
"259339","2022-01-05","0"
"259340","2022-01-05","0"
"259341","2022-01-05","0"
"259342","2022-01-05","0"
"259343","2022-01-05","1"
"259344","2022-01-05","1"
"259345","2022-01-05","1"
"259346","2022-01-05","0"
"259347","2022-01-05","0"
"259348","2022-01-05","0"
"259349","2022-01-05","1"
"259350","2022-01-05","1"
"259351","2022-01-05","1"
"259352","2022-01-05","0"
"259353","2022-01-05","0"
"259354","2022-01-05","1"
"259355","2022-01-05","1"
"259356","2022-01-05","1"
"259357","2022-01-05","0"
"259358","2022-01-05","0"
"259359","2022-01-05","0"
"259360","2022-01-05","1"
"259361","2022-01-05","1"
"259362","2022-01-05","0"
"259363","2022-01-05","0"
"259364","2022-01-05","1"
"259365","2022-01-05","1"
"259366","2022-01-05","1"
"259367","2022-01-05","0"
"259369","2022-01-05","0"
"259370","2022-01-05","0"
"259371","2022-01-05","1"
"259372","2022-01-05","1"
"259373","2022-01-05","0"
"259374","2022-01-05","1"
"259375","2022-01-05","0"
"259376","2022-01-05","0"
"259377","2022-01-05","0"
"259378","2022-01-05","1"
"259379","2022-01-05","1"
"259380","2022-01-05","0"
"259381","2022-01-05","0"
"259382","2022-01-05","1"
"259383","2022-01-05","1"
"259384","2022-01-05","1"
"259385","2022-01-05","1"
"259386","2022-01-05","1"
"259387","2022-01-05","1"
"259388","2022-01-05","1"
"259389","2022-01-05","0"
"259390","2022-01-05","1"
"259391","2022-01-05","0"
"259392","2022-01-05","0"
"259393","2022-01-05","1"
"259394","2022-01-05","0"
"259395","2022-01-05","1"
"259396","2022-01-05","0"
"259397","2022-01-05","0"
"259398","2022-01-05","1"
"259399","2022-01-05","0"
"259400","2022-01-05","1"
"259401","2022-01-05","1"
"259402","2022-01-05","1"
"259403","2022-01-05","1"
"259404","2022-01-05","0"
"259405","2022-01-05","0"
"259406","2022-01-05","0"
"259407","2022-01-05","1"
"259408","2022-01-05","1"
"259409","2022-01-05","0"
"259410","2022-01-05","1"
"259411","2022-01-05","0"
"259412","2022-01-05","1"
"259413","2022-01-05","0"
"259414","2022-01-05","0"
"259415","2022-01-05","1"
"259416","2022-01-05","0"
"259417","2022-01-05","0"
"259418","2022-01-05","1"
"259419","2022-01-05","0"
"259420","2022-01-06","0"
"259421","2022-01-06","1"
"259422","2022-01-06","1"
"259423","2022-01-06","0"
"259424","2022-01-06","1"
"259425","2022-01-06","0"
"259426","2022-01-06","1"
"259427","2022-01-06","1"
"259428","2022-01-06","0"
"259429","2022-01-06","1"
"259430","2022-01-06","0"
"259431","2022-01-06","0"
"259432","2022-01-06","0"
"259433","2022-01-06","1"
"259434","2022-01-06","0"
"259435","2022-01-06","1"
"259436","2022-01-06","1"
"259437","2022-01-06","1"
"259438","2022-01-06","0"
"259439","2022-01-06","0"
"259440","2022-01-06","1"
"259441","2022-01-06","1"
"259442","2022-01-06","1"
"259443","2022-01-06","1"
"259444","2022-01-06","0"
"259445","2022-01-06","1"
"259446","2022-01-06","1"
"259447","2022-01-06","1"
"259448","2022-01-06","0"
"259449","2022-01-06","0"
"259450","2022-01-06","0"
"259451","2022-01-06","1"
"259452","2022-01-06","1"
"259453","2022-01-06","0"
"259454","2022-01-06","1"
"259455","2022-01-06","0"
"259456","2022-01-06","1"
"259457","2022-01-06","1"
"259458","2022-01-06","1"
"259459","2022-01-06","1"
"259460","2022-01-06","1"
"259461","2022-01-06","0"
"259462","2022-01-06","1"
"259463","2022-01-06","1"
"259464","2022-01-06","1"
"259465","2022-01-06","1"
"259466","2022-01-06","0"
"259467","2022-01-06","0"
"259468","2022-01-06","0"
"259469","2022-01-06","0"
"259470","2022-01-06","0"
"259471","2022-01-06","0"
"259472","2022-01-06","0"
"259473","2022-01-06","1"
"259474","2022-01-06","1"
"259475","2022-01-06","0"
"259476","2022-01-06","1"
"259477","2022-01-06","1"
"259478","2022-01-06","1"
"259479","2022-01-06","0"
"259480","2022-01-06","1"
"259481","2022-01-06","0"
"259482","2022-01-06","1"
"259483","2022-01-06","1"
"259484","2022-01-06","1"
"259485","2022-01-06","1"
"259486","2022-01-06","1"
"259487","2022-01-06","1"
"259488","2022-01-06","1"
"259489","2022-01-06","1"
"259490","2022-01-06","1"
"259491","2022-01-06","1"
"259492","2022-01-06","0"
"259494","2022-01-06","1"
"259495","2022-01-06","0"
"259496","2022-01-06","1"
"259497","2022-01-06","1"
"259498","2022-01-06","0"
"259499","2022-01-06","0"
"259500","2022-01-06","0"
"259501","2022-01-06","1"
"259502","2022-01-06","0"
"259503","2022-01-06","1"
"259504","2022-01-06","1"
"259505","2022-01-06","0"
"259506","2022-01-06","1"
"259507","2022-01-06","1"
"259508","2022-01-06","0"
"259509","2022-01-06","0"
"259510","2022-01-06","1"
"259511","2022-01-06","0"
"259512","2022-01-06","0"
"259513","2022-01-06","1"
"259514","2022-01-06","0"
"259515","2022-01-06","1"
"259516","2022-01-06","0"
"259517","2022-01-06","1"
"259518","2022-01-06","1"
"259519","2022-01-06","1"
"259520","2022-01-06","1"
"259521","2022-01-06","0"
"259522","2022-01-06","0"
"259523","2022-01-06","1"
"259524","2022-01-06","1"
"259525","2022-01-06","1"
"259526","2022-01-06","0"
"259527","2022-01-06","0"
"259528","2022-01-06","1"
"259529","2022-01-06","1"
"259530","2022-01-06","1"
"259531","2022-01-06","0"
"259532","2022-01-06","0"
"259533","2022-01-06","1"
"259534","2022-01-06","1"
"259535","2022-01-06","1"
"259536","2022-01-06","1"
"259537","2022-01-06","1"
"259538","2022-01-06","1"
"259539","2022-01-06","0"
"259540","2022-01-07","0"
"259541","2022-01-07","1"
"259542","2022-01-07","0"
"259543","2022-01-07","0"
"259544","2022-01-07","0"
"259546","2022-01-07","0"
"259547","2022-01-07","1"
"259548","2022-01-07","1"
"259549","2022-01-07","1"
"259550","2022-01-07","0"
"259551","2022-01-07","0"
"259552","2022-01-07","0"
"259553","2022-01-07","0"
"259554","2022-01-07","0"
"259555","2022-01-07","0"
"259556","2022-01-07","0"
"259557","2022-01-07","1"
"259558","2022-01-07","1"
"259559","2022-01-07","1"
"259560","2022-01-07","1"
"259561","2022-01-07","1"
"259562","2022-01-07","0"
"259563","2022-01-07","0"
"259564","2022-01-07","1"
"259565","2022-01-07","1"
"259566","2022-01-07","0"
"259567","2022-01-07","1"
"259568","2022-01-07","1"
"259569","2022-01-07","0"
"259570","2022-01-07","1"
"259571","2022-01-07","0"
"259572","2022-01-07","1"
"259573","2022-01-07","1"
"259574","2022-01-07","1"
"259575","2022-01-07","1"
"259576","2022-01-07","0"
"259577","2022-01-07","1"
"259578","2022-01-07","0"
"259579","2022-01-07","1"
"259580","2022-01-07","0"
"259581","2022-01-07","1"
"259582","2022-01-07","1"
"259583","2022-01-07","0"
"259584","2022-01-07","0"
"259585","2022-01-07","0"
"259586","2022-01-07","0"
"259587","2022-01-07","1"
"259588","2022-01-07","0"
"259589","2022-01-07","1"
"259590","2022-01-07","1"
"259591","2022-01-07","0"
"259592","2022-01-07","0"
"259593","2022-01-07","1"
"259594","2022-01-07","0"
"259595","2022-01-07","0"
"259596","2022-01-07","1"
"259597","2022-01-07","0"
"259598","2022-01-07","0"
"259599","2022-01-07","0"
"259600","2022-01-07","0"
"259601","2022-01-07","1"
"259602","2022-01-07","1"
"259603","2022-01-07","1"
"259604","2022-01-07","0"
"259605","2022-01-07","0"
"259606","2022-01-07","1"
"259607","2022-01-07","1"
"259608","2022-01-07","1"
"259609","2022-01-07","0"
"259610","2022-01-07","1"
"259611","2022-01-07","1"
"259612","2022-01-07","0"
"259613","2022-01-07","1"
"259614","2022-01-07","1"
"259615","2022-01-07","0"
"259616","2022-01-07","1"
"259617","2022-01-07","0"
"259618","2022-01-07","0"
"259619","2022-01-07","1"
"259620","2022-01-07","1"
"259621","2022-01-07","0"
"259622","2022-01-07","1"
"259623","2022-01-07","1"
"259624","2022-01-07","1"
"259625","2022-01-07","0"
"259626","2022-01-07","0"
"259627","2022-01-07","0"
"259628","2022-01-07","0"
"259629","2022-01-07","0"
"259630","2022-01-07","1"
"259631","2022-01-07","0"
"259632","2022-01-07","0"
"259633","2022-01-07","0"
"259634","2022-01-07","1"
"259635","2022-01-07","1"
"259636","2022-01-07","0"
"259637","2022-01-07","0"
"259638","2022-01-07","1"
"259639","2022-01-07","0"
"259640","2022-01-07","1"
"259641","2022-01-07","0"
"259642","2022-01-07","1"
"259643","2022-01-07","0"
"259644","2022-01-07","1"
"259645","2022-01-07","1"
"259646","2022-01-07","0"
"259647","2022-01-07","0"
"259648","2022-01-07","0"
"259649","2022-01-07","0"
"259650","2022-01-07","0"
"259651","2022-01-07","0"
"259652","2022-01-07","1"
"259653","2022-01-07","0"
"259655","2022-01-07","1"
"259656","2022-01-07","0"
"259657","2022-01-07","1"
"259658","2022-01-08","1"
"259659","2022-01-08","1"
"259660","2022-01-08","0"
"259661","2022-01-08","0"
"259662","2022-01-08","1"
"259663","2022-01-08","1"
"259664","2022-01-08","1"
"259665","2022-01-08","0"
"259666","2022-01-08","1"
"259667","2022-01-08","0"
"259668","2022-01-08","1"
"259669","2022-01-08","0"
"259670","2022-01-08","1"
"259671","2022-01-08","0"
"259672","2022-01-08","1"
"259673","2022-01-08","0"
"259674","2022-01-08","0"
"259675","2022-01-08","0"
"259676","2022-01-08","1"
"259677","2022-01-08","0"
"259678","2022-01-08","1"
"259679","2022-01-08","1"
"259680","2022-01-08","1"
"259681","2022-01-08","0"
"259682","2022-01-08","1"
"259683","2022-01-08","1"
"259684","2022-01-08","1"
"259685","2022-01-08","1"
"259686","2022-01-08","0"
"259687","2022-01-08","0"
"259688","2022-01-08","1"
"259689","2022-01-08","1"
"259690","2022-01-08","0"
"259691","2022-01-08","0"
"259692","2022-01-08","1"
"259693","2022-01-08","0"
"259694","2022-01-08","0"
"259695","2022-01-08","1"
"259696","2022-01-08","0"
"259697","2022-01-08","1"
"259698","2022-01-08","0"
"259699","2022-01-08","0"
"259700","2022-01-08","0"
"259701","2022-01-08","1"
"259702","2022-01-08","1"
"259703","2022-01-08","1"
"259704","2022-01-08","1"
"259705","2022-01-08","1"
"259706","2022-01-08","1"
"259707","2022-01-08","0"
"259708","2022-01-08","1"
"259709","2022-01-08","0"
"259710","2022-01-08","1"
"259711","2022-01-08","1"
"259712","2022-01-08","1"
"259713","2022-01-08","0"
"259714","2022-01-08","0"
"259715","2022-01-08","1"
"259716","2022-01-08","0"
"259717","2022-01-08","0"
"259718","2022-01-08","0"
"259719","2022-01-08","1"
"259720","2022-01-08","0"
"259721","2022-01-08","0"
"259722","2022-01-08","0"
"259723","2022-01-08","1"
"259724","2022-01-08","1"
"259725","2022-01-08","0"
"259726","2022-01-08","1"
"259727","2022-01-08","1"
"259728","2022-01-08","1"
"259729","2022-01-08","1"
"259730","2022-01-08","1"
"259731","2022-01-08","1"
"259732","2022-01-08","1"
"259733","2022-01-08","0"
"259734","2022-01-08","0"
"259735","2022-01-08","0"
"259736","2022-01-08","1"
"259737","2022-01-08","1"
"259738","2022-01-08","0"
"259739","2022-01-08","1"
"259740","2022-01-08","0"
"259741","2022-01-08","0"
"259742","2022-01-08","1"
"259743","2022-01-08","0"
"259744","2022-01-08","1"
"259745","2022-01-08","1"
"259746","2022-01-08","0"
"259747","2022-01-08","0"
"259748","2022-01-08","1"
"259749","2022-01-08","1"
"259750","2022-01-08","1"
"259751","2022-01-08","0"
"259752","2022-01-08","1"
"259753","2022-01-08","1"
"259754","2022-01-08","0"
"259755","2022-01-08","1"
"259756","2022-01-08","1"
"259757","2022-01-08","0"
"259758","2022-01-08","0"
"259759","2022-01-09","1"
"259760","2022-01-09","1"
"259761","2022-01-09","1"
"259762","2022-01-09","1"
"259763","2022-01-09","1"
"259764","2022-01-09","0"
"259765","2022-01-09","1"
"259766","2022-01-09","1"
"259767","2022-01-09","1"
"259768","2022-01-09","1"
"259769","2022-01-09","0"
"259770","2022-01-09","0"
"259771","2022-01-09","0"
"259772","2022-01-09","0"
"259773","2022-01-09","0"
"259774","2022-01-09","0"
"259775","2022-01-09","0"
"259776","2022-01-09","0"
"259777","2022-01-09","1"
"259778","2022-01-09","0"
"259779","2022-01-09","1"
"259780","2022-01-09","0"
"259781","2022-01-09","1"
"259782","2022-01-09","0"
"259783","2022-01-09","0"
"259784","2022-01-09","1"
"259785","2022-01-09","0"
"259786","2022-01-09","0"
"259787","2022-01-09","1"
"259788","2022-01-09","0"
"259789","2022-01-09","1"
"259790","2022-01-09","1"
"259791","2022-01-09","0"
"259792","2022-01-09","1"
"259793","2022-01-09","0"
"259794","2022-01-09","0"
"259795","2022-01-09","1"
"259796","2022-01-09","1"
"259797","2022-01-09","0"
"259798","2022-01-09","0"
"259799","2022-01-09","1"
"259800","2022-01-09","1"
